Date,Period,Total Demand,TCQ,Net Demand
2023-07-01,1,6119.563,486.146668221198,5633.4163317788025
2023-07-01,2,6019.671,486.146668221198,5533.524331778803
2023-07-01,3,5910.691000000001,486.146668221198,5424.544331778803
2023-07-01,4,5843.398999999999,486.146668221198,5357.252331778802
2023-07-01,5,5797.706999999999,486.146668221198,5311.560331778802
2023-07-01,6,5747.6410000000005,486.146668221198,5261.494331778803
2023-07-01,7,5697.5560000000005,486.146668221198,5211.409331778803
2023-07-01,8,5635.452,486.146668221198,5149.305331778803
2023-07-01,9,5582.066,486.146668221198,5095.919331778802
2023-07-01,10,5556.647,486.146668221198,5070.500331778802
2023-07-01,11,5568.112,486.146668221198,5081.9653317788025
2023-07-01,12,5627.988,486.146668221198,5141.841331778803
2023-07-01,13,5706.7609999999995,486.146668221198,5220.614331778802
2023-07-01,14,5774.328,486.146668221198,5288.181331778803
2023-07-01,15,5842.484,486.146668221198,5356.337331778803
2023-07-01,16,5965.757,486.146668221198,5479.610331778802
2023-07-01,17,6105.148999999999,486.146668221198,5619.002331778802
2023-07-01,18,6193.212,486.146668221198,5707.065331778803
2023-07-01,19,6245.338,486.146668221198,5759.191331778802
2023-07-01,20,6276.936,486.146668221198,5790.789331778802
2023-07-01,21,6303.786,486.146668221198,5817.639331778802
2023-07-01,22,6287.005,486.146668221198,5800.8583317788025
2023-07-01,23,6302.616,486.146668221198,5816.469331778802
2023-07-01,24,6328.678,486.146668221198,5842.531331778802
2023-07-01,25,6304.8589999999995,486.146668221198,5818.712331778802
2023-07-01,26,6234.674,486.146668221198,5748.527331778802
2023-07-01,27,6187.954000000001,486.146668221198,5701.807331778803
2023-07-01,28,6203.476,486.146668221198,5717.329331778802
2023-07-01,29,6288.47,486.146668221198,5802.323331778803
2023-07-01,30,6344.724,486.146668221198,5858.5773317788025
2023-07-01,31,6332.17,486.146668221198,5846.0233317788025
2023-07-01,32,6310.81,486.146668221198,5824.663331778803
2023-07-01,33,6336.924,486.146668221198,5850.777331778802
2023-07-01,34,6305.454,486.146668221198,5819.307331778802
2023-07-01,35,6326.599,486.146668221198,5840.4523317788025
2023-07-01,36,6377.650000000001,486.146668221198,5891.503331778803
2023-07-01,37,6413.134,486.146668221198,5926.987331778802
2023-07-01,38,6447.592,486.146668221198,5961.445331778802
2023-07-01,39,6520.371999999999,486.146668221198,6034.225331778802
