Date,Period,Demand,TCL,TransmissionLoss
2024-03-25,33,7071.413,9.500,37.08
2024-03-25,32,7075.290,9.500,37.16
2024-03-25,31,7030.656,0.000,36.75
2024-03-25,30,7006.005,0.000,36.60
2024-03-25,29,6943.299,0.000,36.24
2024-03-25,28,6901.978,0.000,35.69
2024-03-25,27,6900.283,0.000,35.91
2024-03-25,26,6824.720,0.000,35.32
2024-03-25,25,6795.605,0.000,35.01
2024-03-25,24,6856.180,0.000,35.59
2024-03-25,23,6898.549,0.000,35.98
2024-03-25,22,6984.982,0.000,36.52
2024-03-25,21,7036.476,0.000,36.88
2024-03-25,20,7029.305,0.000,36.89
2024-03-25,19,7055.323,0.000,36.88
2024-03-25,18,7028.027,0.000,36.67
2024-03-25,17,6965.226,0.000,36.21
2024-03-25,16,6755.348,0.000,34.47
2024-03-25,15,6526.554,0.000,32.90
2024-03-25,14,6373.160,0.000,31.83
2024-03-25,13,6206.531,0.000,30.25
2024-03-25,12,6031.234,0.000,29.17
2024-03-25,11,5881.205,0.000,27.83
2024-03-25,10,5795.790,0.000,27.31
2024-03-25,9,5754.167,0.000,26.84
2024-03-25,8,5740.996,0.000,26.75
2024-03-25,7,5759.440,0.000,27.07
2024-03-25,6,5789.126,0.000,27.26
2024-03-25,5,5837.225,0.000,28.04
2024-03-25,4,5907.089,0.000,28.71
2024-03-25,3,5967.727,0.000,29.29
2024-03-25,2,6137.831,0.000,30.65
2024-03-25,1,6328.594,0.000,NULL
2024-03-24,48,6450.782,0.000,32.81
2024-03-24,47,6472.371,0.000,33.21
2024-03-24,46,6542.737,0.000,33.77
2024-03-24,45,6633.663,0.000,34.47
2024-03-24,44,6748.723,0.000,35.49
2024-03-24,43,6839.585,0.000,36.09
2024-03-24,42,6873.301,0.000,36.09
2024-03-24,41,6906.208,0.000,36.31
2024-03-24,40,6884.618,0.000,36.02
2024-03-24,39,6807.851,0.000,35.23
2024-03-24,38,6720.931,0.000,34.26
2024-03-24,37,6608.187,0.000,33.15
2024-03-24,36,6500.372,0.000,32.21
2024-03-24,35,6407.697,0.000,31.80
2024-03-24,34,6226.376,0.000,29.94
2024-03-24,33,6228.643,0.000,30.13
2024-03-24,32,6220.169,0.000,29.72
2024-03-24,31,6072.699,0.000,28.39
2024-03-24,30,5996.653,0.000,27.48
2024-03-24,29,5991.380,0.000,27.31
2024-03-24,28,6006.548,0.000,27.58
2024-03-24,27,5886.617,0.000,26.11
2024-03-24,26,5814.473,0.000,25.06
2024-03-24,25,5747.765,0.000,24.56
2024-03-24,24,5794.210,0.000,25.13
2024-03-24,23,5883.406,0.000,25.97
2024-03-24,22,5957.022,0.000,27.02
2024-03-24,21,5986.300,0.000,27.59
2024-03-24,20,6046.805,0.000,28.08
2024-03-24,19,6098.901,0.000,28.59
2024-03-24,18,6090.044,0.000,28.53
2024-03-24,17,6057.192,0.000,28.40
2024-03-24,16,5963.399,0.000,27.89
2024-03-24,15,5894.450,0.000,27.62
2024-03-24,14,5853.631,0.000,27.09
2024-03-24,13,5826.883,0.000,26.88
2024-03-24,12,5762.551,0.000,26.45
2024-03-24,11,5695.063,0.000,25.98
2024-03-24,10,5661.735,0.000,25.77
2024-03-24,9,5655.293,0.000,25.84
2024-03-24,8,5687.444,0.000,26.20
2024-03-24,7,5696.843,0.000,26.32
2024-03-24,6,5741.543,0.000,26.79
2024-03-24,5,5810.979,0.000,27.35
2024-03-24,4,5886.677,0.000,28.35
2024-03-24,3,5971.495,0.000,29.10
2024-03-24,2,6068.837,0.000,29.92
2024-03-24,1,6182.740,0.000,NULL
2024-03-23,48,6304.803,0.000,31.55
2024-03-23,47,6407.846,0.000,32.47
2024-03-23,46,6505.929,0.000,33.12
2024-03-23,45,6588.267,0.000,33.59
2024-03-23,44,6700.653,0.000,34.43
2024-03-23,43,6779.070,0.000,34.99
2024-03-23,42,6809.780,0.000,35.20
2024-03-23,41,6806.345,0.000,35.14
2024-03-23,40,6799.223,0.000,35.05
2024-03-23,39,6780.014,0.000,34.65
2024-03-23,38,6697.915,0.000,33.91
2024-03-23,37,6595.130,0.000,33.04
2024-03-23,36,6511.545,0.000,32.50
2024-03-23,35,6459.976,0.000,32.14
2024-03-23,34,6459.638,0.000,32.05
2024-03-23,33,6300.285,0.000,30.73
2024-03-23,32,6223.678,0.000,30.01
2024-03-23,31,6208.827,0.000,29.83
2024-03-23,30,6241.768,0.000,29.89
2024-03-23,29,6241.823,0.000,29.81
2024-03-23,28,6207.301,0.000,29.65
2024-03-23,27,6194.678,0.000,29.62
2024-03-23,26,6226.307,0.000,29.92
2024-03-23,25,6265.152,0.000,30.19
2024-03-23,24,6274.849,0.000,30.37
2024-03-23,23,6321.090,0.000,30.70
2024-03-23,22,6371.530,0.000,31.13
2024-03-23,21,6398.517,0.000,31.44
2024-03-23,20,6428.700,0.000,31.73
2024-03-23,19,6420.713,0.000,31.66
2024-03-23,18,6413.571,0.000,31.50
2024-03-23,17,6337.664,0.000,31.14
2024-03-23,16,6205.333,0.000,30.24
2024-03-23,15,6075.422,0.000,29.29
2024-03-23,14,5995.207,0.000,28.18
2024-03-23,13,5912.188,0.000,27.34
2024-03-23,12,5828.309,0.000,26.67
2024-03-23,11,5746.403,0.000,26.06
2024-03-23,10,5701.509,0.000,25.79
2024-03-23,9,5684.522,0.000,25.74
2024-03-23,8,5702.518,0.000,25.98
2024-03-23,7,5713.268,0.000,25.91
2024-03-23,6,5755.682,0.000,26.41
2024-03-23,5,5816.953,0.000,26.93
2024-03-23,4,5888.168,0.000,27.74
2024-03-23,3,5967.559,0.000,28.65
2024-03-23,2,5977.856,0.000,28.60
2024-03-23,1,6071.571,0.000,NULL
2024-03-22,48,6237.946,0.000,31.20
2024-03-22,47,6430.335,0.000,31.78
2024-03-22,46,6565.126,0.000,33.39
2024-03-22,45,6690.927,0.000,34.23
2024-03-22,44,6853.590,0.000,35.68
2024-03-22,43,6979.252,0.000,36.58
2024-03-22,42,7052.827,12.500,37.07
2024-03-22,41,7083.226,13.000,37.18
2024-03-22,40,7093.792,13.000,37.13
2024-03-22,39,7082.490,13.000,36.92
2024-03-22,38,7062.655,13.000,36.70
2024-03-22,37,7062.695,13.000,36.59
2024-03-22,36,7083.655,11.000,36.80
2024-03-22,35,7100.056,11.000,37.03
2024-03-22,34,7075.501,0.000,36.96
2024-03-22,33,7058.449,0.000,37.04
2024-03-22,32,7026.750,0.000,36.62
2024-03-22,31,6984.694,0.000,35.96
2024-03-22,30,6956.539,0.000,36.01
2024-03-22,29,6959.744,0.000,35.90
2024-03-22,28,6904.538,0.000,35.55
2024-03-22,27,6859.132,0.000,35.21
2024-03-22,26,6803.493,0.000,34.88
2024-03-22,25,6807.066,0.000,34.89
2024-03-22,24,6832.001,0.000,35.16
2024-03-22,23,6900.815,0.000,35.65
2024-03-22,22,6942.349,0.000,35.90
2024-03-22,21,6971.454,0.000,36.08
2024-03-22,20,6974.764,0.000,35.93
2024-03-22,19,7007.670,0.000,36.36
2024-03-22,18,6996.408,0.000,36.27
2024-03-22,17,6916.436,0.000,35.53
2024-03-22,16,6746.198,0.000,34.33
2024-03-22,15,6545.396,0.000,32.96
2024-03-22,14,6377.027,0.000,31.31
2024-03-22,13,6231.858,0.000,29.82
2024-03-22,12,6046.194,0.000,28.28
2024-03-22,11,5883.252,0.000,27.06
2024-03-22,10,5789.454,0.000,26.20
2024-03-22,9,5755.673,0.000,25.77
2024-03-22,8,5748.491,0.000,25.59
2024-03-22,7,5755.866,0.000,26.12
2024-03-22,6,5799.473,0.000,26.35
2024-03-22,5,5845.321,0.000,26.99
2024-03-22,4,5903.654,0.000,27.72
2024-03-22,3,5948.275,0.000,28.16
2024-03-22,2,6091.143,0.000,29.43
2024-03-22,1,6220.820,0.000,NULL
2024-03-21,48,6360.820,0.000,31.97
2024-03-21,47,6462.526,0.000,32.83
2024-03-21,46,6608.341,0.000,34.34
2024-03-21,45,6737.665,0.000,35.56
2024-03-21,44,6883.783,0.000,36.78
2024-03-21,43,7001.125,0.000,37.60
2024-03-21,42,7049.031,0.000,37.16
2024-03-21,41,7066.017,6.000,37.29
2024-03-21,40,7078.303,6.000,37.43
2024-03-21,39,7031.248,53.000,36.89
2024-03-21,38,7033.151,53.000,36.83
2024-03-21,37,7042.545,54.600,36.76
2024-03-21,36,7162.150,14.600,37.69
2024-03-21,35,7275.077,12.200,38.72
2024-03-21,34,7141.469,12.200,37.80
2024-03-21,33,7133.398,12.200,37.80
2024-03-21,32,7042.951,3.500,36.69
2024-03-21,31,7057.480,0.000,36.94
2024-03-21,30,7049.378,0.000,37.31
2024-03-21,29,6930.707,6.200,36.49
2024-03-21,28,6962.863,6.200,36.91
2024-03-21,27,6880.632,0.000,36.44
2024-03-21,26,6766.998,0.000,35.53
2024-03-21,25,6778.991,0.000,35.55
2024-03-21,24,6869.226,0.000,36.13
2024-03-21,23,6985.096,0.000,37.10
2024-03-21,22,6988.201,11.000,37.20
2024-03-21,21,7131.327,11.000,38.40
2024-03-21,20,7107.512,50.500,38.14
2024-03-21,19,7110.246,50.500,38.30
2024-03-21,18,7070.675,48.000,37.89
2024-03-21,17,6976.976,48.000,37.00
2024-03-21,16,6804.000,0.000,35.62
2024-03-21,15,6583.103,0.000,34.25
2024-03-21,14,6396.902,0.000,32.43
2024-03-21,13,6240.998,0.000,30.87
2024-03-21,12,6055.021,0.000,29.69
2024-03-21,11,5901.627,0.000,28.25
2024-03-21,10,5810.124,0.000,27.49
2024-03-21,9,5774.300,0.000,27.05
2024-03-21,8,5766.274,0.000,27.07
2024-03-21,7,5785.483,0.000,27.54
2024-03-21,6,5808.966,0.000,27.54
2024-03-21,5,5867.935,0.000,28.30
2024-03-21,4,5923.460,0.000,28.81
2024-03-21,3,5996.852,0.000,29.66
2024-03-21,2,6101.848,0.000,30.65
2024-03-21,1,6235.755,0.000,NULL
2024-03-20,48,6379.035,0.000,33.44
2024-03-20,47,6511.351,0.000,34.27
2024-03-20,46,6639.945,0.000,35.32
2024-03-20,45,6775.000,0.000,36.32
2024-03-20,44,6892.764,0.000,37.17
2024-03-20,43,7007.824,0.000,38.02
2024-03-20,42,7079.313,0.000,38.36
2024-03-20,41,7117.945,0.000,38.49
2024-03-20,40,7139.504,0.000,38.47
2024-03-20,39,7135.200,3.300,38.13
2024-03-20,38,7127.626,3.300,37.88
2024-03-20,37,7066.381,0.000,37.19
2024-03-20,36,7050.705,0.000,37.22
2024-03-20,35,7064.905,0.000,37.10
2024-03-20,34,7127.890,0.000,37.99
2024-03-20,33,7082.708,9.000,37.35
2024-03-20,32,6881.467,0.000,36.34
2024-03-20,31,6946.076,6.000,36.79
2024-03-20,30,6938.685,6.000,37.03
2024-03-20,29,7017.823,6.000,37.73
2024-03-20,28,6989.435,0.000,37.52
2024-03-20,27,6954.814,0.000,36.95
2024-03-20,26,7046.058,0.000,37.68
2024-03-20,25,6915.511,0.000,36.58
2024-03-20,24,6883.390,0.000,36.35
2024-03-20,23,6842.199,0.000,35.89
2024-03-20,22,6899.955,0.000,36.45
2024-03-20,21,6953.830,0.000,36.60
2024-03-20,20,6977.794,11.000,36.93
2024-03-20,19,6991.486,11.000,36.95
2024-03-20,18,6988.882,11.000,37.08
2024-03-20,17,6927.324,11.000,36.58
2024-03-20,16,6765.626,0.000,35.13
2024-03-20,15,6543.070,0.000,33.78
2024-03-20,14,6325.438,0.000,31.88
2024-03-20,13,6126.484,0.000,29.73
2024-03-20,12,5957.633,0.000,28.72
2024-03-20,11,5828.384,0.000,27.68
2024-03-20,10,5763.793,0.000,27.30
2024-03-20,9,5727.542,0.000,26.89
2024-03-20,8,5722.980,0.000,26.92
2024-03-20,7,5727.314,0.000,27.13
2024-03-20,6,5768.102,0.000,27.41
2024-03-20,5,5818.384,0.000,28.02
2024-03-20,4,5886.995,0.000,28.69
2024-03-20,3,5966.599,0.000,29.40
2024-03-20,2,6150.082,0.000,31.18
2024-03-20,1,6355.716,0.000,NULL
2024-03-19,48,6434.922,0.000,33.79
2024-03-19,47,6452.322,0.000,33.82
2024-03-19,46,6525.396,0.000,34.54
2024-03-19,45,6658.741,0.000,35.61
2024-03-19,44,6792.534,0.000,36.59
2024-03-19,43,6936.226,0.000,37.28
2024-03-19,42,6980.713,0.000,37.38
2024-03-19,41,7020.180,0.000,37.50
2024-03-19,40,7071.753,0.000,37.70
2024-03-19,39,7115.052,0.000,38.00
2024-03-19,38,7078.682,0.000,37.47
2024-03-19,37,7021.735,0.000,37.16
2024-03-19,36,7088.090,0.000,37.77
2024-03-19,35,7203.810,11.000,38.75
2024-03-19,34,7165.919,11.000,38.17
2024-03-19,33,7045.447,0.000,37.68
2024-03-19,32,6975.445,0.000,37.01
2024-03-19,31,6893.718,0.000,36.42
2024-03-19,30,6868.331,0.000,36.03
2024-03-19,29,6818.885,0.000,35.75
2024-03-19,28,6814.854,0.000,35.81
2024-03-19,27,6796.868,0.000,35.80
2024-03-19,26,6761.705,0.000,35.31
2024-03-19,25,6720.668,0.000,34.81
2024-03-19,24,6763.092,0.000,35.09
2024-03-19,23,6847.552,0.000,35.90
2024-03-19,22,6910.820,0.000,36.38
2024-03-19,21,6969.755,4.000,36.76
2024-03-19,20,6999.051,11.000,37.06
2024-03-19,19,7015.661,11.000,37.26
2024-03-19,18,7018.907,0.000,37.31
2024-03-19,17,6935.416,0.000,36.66
2024-03-19,16,6721.463,0.000,34.72
2024-03-19,15,6501.679,0.000,33.09
2024-03-19,14,6328.535,0.000,31.64
2024-03-19,13,6174.306,0.000,30.12
2024-03-19,12,5995.987,0.000,28.81
2024-03-19,11,5829.576,0.000,27.29
2024-03-19,10,5725.520,0.000,26.60
2024-03-19,9,5716.201,0.000,26.53
2024-03-19,8,5719.093,0.000,26.59
2024-03-19,7,5735.440,0.000,26.80
2024-03-19,6,5762.829,0.000,26.97
2024-03-19,5,5820.750,0.000,27.66
2024-03-19,4,5886.224,0.000,28.29
2024-03-19,3,5963.836,0.000,29.08
2024-03-19,2,6124.551,0.000,30.49
2024-03-19,1,6246.490,0.000,31.61
2024-03-18,48,6337.277,0.000,32.91
2024-03-18,47,6440.265,0.000,33.70
2024-03-18,46,6579.877,0.000,34.77
2024-03-18,45,6718.690,0.000,36.15
2024-03-18,44,6855.290,0.000,37.28
2024-03-18,43,6991.910,0.000,37.65
2024-03-18,42,7030.552,0.000,37.83
2024-03-18,41,7061.356,0.000,37.84
2024-03-18,40,7117.055,0.000,38.20
2024-03-18,39,7160.692,0.000,38.31
2024-03-18,38,7099.441,0.000,38.13
2024-03-18,37,7017.257,0.000,36.87
2024-03-18,36,6982.457,0.000,38.44
2024-03-18,35,6969.431,0.000,38.42
2024-03-18,34,6947.836,0.000,38.18
2024-03-18,33,6874.986,0.000,37.29
2024-03-18,32,6779.990,0.000,36.13
2024-03-18,31,6782.509,0.000,36.23
2024-03-18,30,6740.637,0.000,35.73
2024-03-18,29,6718.227,0.000,35.68
2024-03-18,28,6630.025,0.000,34.52
2024-03-18,27,6650.322,0.000,34.86
2024-03-18,26,6626.367,0.000,34.58
2024-03-18,25,6675.798,0.000,35.22
2024-03-18,24,6676.678,0.000,35.12
2024-03-18,23,6741.323,0.000,35.88
2024-03-18,22,6826.807,0.000,36.88
2024-03-18,21,6877.402,0.000,37.53
2024-03-18,20,6914.438,0.000,37.74
2024-03-18,19,6962.856,0.000,38.02
2024-03-18,18,6943.582,0.000,37.81
2024-03-18,17,6853.039,0.000,37.15
2024-03-18,16,6628.260,0.000,35.15
2024-03-18,15,6401.415,0.000,33.01
2024-03-18,14,6222.032,0.000,31.34
2024-03-18,13,6053.003,0.000,29.62
2024-03-18,12,5857.090,0.000,28.37
2024-03-18,11,5676.207,0.000,27.02
2024-03-18,10,5574.506,0.000,26.27
2024-03-18,9,5563.811,0.000,26.06
2024-03-18,8,5529.185,0.000,25.73
2024-03-18,7,5596.131,0.000,26.60
2024-03-18,6,5621.239,0.000,27.05
2024-03-18,5,5664.403,0.000,27.69
2024-03-18,4,5714.899,0.000,28.09
2024-03-18,3,5799.856,0.000,28.85
2024-03-18,2,5881.284,0.000,29.41
2024-03-18,1,5994.814,0.000,30.38
2024-03-17,48,6170.777,0.000,31.90
2024-03-17,47,6330.458,0.000,32.98
2024-03-17,46,6448.282,0.000,34.56
2024-03-17,45,6554.009,0.000,35.14
2024-03-17,44,6663.776,0.000,35.99
2024-03-17,43,6738.296,0.000,36.69
2024-03-17,42,6748.674,0.000,36.76
2024-03-17,41,6724.659,0.000,36.63
2024-03-17,40,6729.310,0.000,36.54
2024-03-17,39,6694.724,0.000,36.19
2024-03-17,38,6611.854,0.000,35.49
2024-03-17,37,6495.601,0.000,34.82
2024-03-17,36,6440.931,0.000,34.49
2024-03-17,35,6315.205,0.000,33.75
2024-03-17,34,6214.751,0.000,32.47
2024-03-17,33,6061.725,0.000,30.68
2024-03-17,32,6061.939,0.000,30.76
2024-03-17,31,6021.120,0.000,30.33
2024-03-17,30,5905.856,0.000,28.87
2024-03-17,29,5856.101,0.000,28.24
2024-03-17,28,5843.686,0.000,28.12
2024-03-17,27,5823.021,0.000,27.91
2024-03-17,26,5745.062,0.000,26.95
2024-03-17,25,5730.181,0.000,26.75
2024-03-17,24,5775.259,0.000,26.29
2024-03-17,23,5843.090,0.000,26.34
2024-03-17,22,5920.990,0.000,27.19
2024-03-17,21,5985.326,0.000,27.90
2024-03-17,20,6037.462,0.000,28.61
2024-03-17,19,6036.651,0.000,28.50
2024-03-17,18,6019.788,0.000,28.68
2024-03-17,17,5982.140,0.000,28.52
2024-03-17,16,5884.545,0.000,27.27
2024-03-17,15,5799.886,0.000,26.53
2024-03-17,14,5786.745,0.000,26.55
2024-03-17,13,5756.706,0.000,26.28
2024-03-17,12,5688.473,0.000,25.99
2024-03-17,11,5626.259,0.000,25.51
2024-03-17,10,5597.895,0.000,25.33
2024-03-17,9,5593.824,0.000,25.31
2024-03-17,8,5612.606,0.000,25.59
2024-03-17,7,5655.646,0.000,26.05
2024-03-17,6,5702.861,0.000,26.64
2024-03-17,5,5758.898,0.000,27.35
2024-03-17,4,5827.151,0.000,28.17
2024-03-17,3,5911.527,0.000,29.19
2024-03-17,2,6062.232,0.000,30.82
2024-03-17,1,6168.163,0.000,31.72
2024-03-16,48,6239.139,0.000,32.26
2024-03-16,47,6312.447,0.000,32.90
2024-03-16,46,6401.251,0.000,34.11
2024-03-16,45,6490.164,0.000,35.14
2024-03-16,44,6579.659,0.000,35.43
2024-03-16,43,6656.888,0.000,35.78
2024-03-16,42,6680.659,0.000,35.78
2024-03-16,41,6678.234,0.000,35.70
2024-03-16,40,6734.181,0.000,36.09
2024-03-16,39,6715.598,0.000,35.76
2024-03-16,38,6625.825,0.000,34.92
2024-03-16,37,6517.549,0.000,34.47
2024-03-16,36,6420.480,0.000,33.35
2024-03-16,35,6340.875,0.000,32.49
2024-03-16,34,6268.621,0.000,31.99
2024-03-16,33,6188.485,0.000,30.92
2024-03-16,32,6227.509,0.000,31.40
2024-03-16,31,6201.641,0.000,31.47
2024-03-16,30,6136.668,0.000,30.92
2024-03-16,29,6158.188,0.000,30.67
2024-03-16,28,6088.016,0.000,29.36
2024-03-16,27,6067.505,0.000,29.65
2024-03-16,26,6057.645,0.000,29.12
2024-03-16,25,6083.603,0.000,29.77
2024-03-16,24,6188.251,0.000,30.84
2024-03-16,23,6232.867,0.000,31.35
2024-03-16,22,6345.035,0.000,32.70
2024-03-16,21,6380.953,0.000,32.87
2024-03-16,20,6433.213,0.000,33.53
2024-03-16,19,6388.652,0.000,32.84
2024-03-16,18,6346.422,0.000,32.20
2024-03-16,17,6302.884,0.000,31.89
2024-03-16,16,6121.614,0.000,30.08
2024-03-16,15,5974.203,0.000,28.69
2024-03-16,14,5898.167,0.000,27.58
2024-03-16,13,5841.301,0.000,27.04
2024-03-16,12,5751.836,0.000,26.43
2024-03-16,11,5672.678,0.000,25.95
2024-03-16,10,5630.776,0.000,25.56
2024-03-16,9,5606.925,0.000,25.47
2024-03-16,8,5620.146,0.000,25.71
2024-03-16,7,5653.882,0.000,25.93
2024-03-16,6,5698.344,0.000,26.49
2024-03-16,5,5746.036,0.000,27.03
2024-03-16,4,5808.499,0.000,27.83
2024-03-16,3,5892.198,0.000,28.91
2024-03-16,2,6014.873,0.000,29.95
2024-03-16,1,6122.116,0.000,30.92
2024-03-15,48,6224.468,0.000,32.17
2024-03-15,47,6320.935,0.000,33.05
2024-03-15,46,6428.546,0.000,34.17
2024-03-15,45,6545.689,0.000,35.42
2024-03-15,44,6671.798,0.000,36.78
2024-03-15,43,6799.830,0.000,37.81
2024-03-15,42,6816.340,0.000,37.85
2024-03-15,41,6868.595,0.000,38.07
2024-03-15,40,6924.771,0.000,38.34
2024-03-15,39,6963.422,0.000,38.25
2024-03-15,38,6933.811,0.000,37.69
2024-03-15,37,6914.289,0.000,37.69
2024-03-15,36,6961.275,0.000,37.86
2024-03-15,35,7016.989,0.000,38.52
2024-03-15,34,7004.539,0.000,38.05
2024-03-15,33,6956.246,0.000,37.81
2024-03-15,32,6982.010,0.000,38.41
2024-03-15,31,6904.244,0.000,37.58
2024-03-15,30,6816.951,0.000,37.20
2024-03-15,29,6838.894,0.000,37.20
2024-03-15,28,6780.934,0.000,36.26
2024-03-15,27,6707.587,0.000,36.08
2024-03-15,26,6725.911,0.000,36.78
2024-03-15,25,6639.339,0.000,35.28
2024-03-15,24,6657.315,0.000,35.54
2024-03-15,23,6752.436,0.000,36.22
2024-03-15,22,6808.552,0.000,36.52
2024-03-15,21,6879.420,1.500,36.79
2024-03-15,20,6881.904,0.000,36.58
2024-03-15,19,6902.177,0.000,36.30
2024-03-15,18,6900.790,0.000,36.34
2024-03-15,17,6818.030,0.000,35.74
2024-03-15,16,6567.795,0.000,34.04
2024-03-15,15,6344.926,0.000,31.93
2024-03-15,14,6206.079,0.000,30.55
2024-03-15,13,6079.731,0.000,29.05
2024-03-15,12,5908.972,0.000,28.01
2024-03-15,11,5733.009,0.000,26.40
2024-03-15,10,5636.850,0.000,25.61
2024-03-15,9,5616.110,0.000,25.35
2024-03-15,8,5617.551,0.000,25.41
2024-03-15,7,5656.546,0.000,26.14
2024-03-15,6,5688.006,0.000,26.33
2024-03-15,5,5738.934,0.000,27.07
2024-03-15,4,5793.107,0.000,27.36
2024-03-15,3,5872.035,0.000,28.67
2024-03-15,2,6010.007,0.000,30.11
2024-03-15,1,6127.955,0.000,31.41
2024-03-14,48,6251.629,0.000,32.83
2024-03-14,47,6388.860,0.000,34.09
2024-03-14,46,6513.220,0.000,35.46
2024-03-14,45,6646.893,0.000,36.36
2024-03-14,44,6785.288,0.000,37.80
2024-03-14,43,6922.668,0.000,38.89
2024-03-14,42,6981.717,0.000,38.83
2024-03-14,41,7030.418,0.000,39.20
2024-03-14,40,7091.012,0.000,39.62
2024-03-14,39,7109.605,0.000,39.57
2024-03-14,38,7049.175,0.000,38.61
2024-03-14,37,7018.490,0.000,38.57
2024-03-14,36,7028.450,0.000,38.55
2024-03-14,35,6980.698,0.000,38.49
2024-03-14,34,6955.972,0.000,38.33
2024-03-14,33,6978.904,0.000,38.42
2024-03-14,32,6855.643,0.000,37.10
2024-03-14,31,6799.954,0.000,37.12
2024-03-14,30,6728.500,0.000,36.37
2024-03-14,29,6676.614,0.000,35.70
2024-03-14,28,6608.390,0.000,34.89
2024-03-14,27,6688.899,0.000,35.79
2024-03-14,26,6640.258,0.000,35.48
2024-03-14,25,6622.888,0.000,35.09
2024-03-14,24,6690.057,0.000,35.85
2024-03-14,23,6794.204,0.000,37.08
2024-03-14,22,6810.620,0.000,36.99
2024-03-14,21,6948.746,0.000,37.56
2024-03-14,20,6944.426,9.300,37.96
2024-03-14,19,6952.280,9.000,37.74
2024-03-14,18,6940.302,9.000,37.38
2024-03-14,17,6843.635,0.000,36.64
2024-03-14,16,6600.647,0.000,34.77
2024-03-14,15,6379.661,0.000,32.61
2024-03-14,14,6241.068,0.000,30.94
2024-03-14,13,6103.274,0.000,29.26
2024-03-14,12,5936.228,0.000,28.50
2024-03-14,11,5757.998,0.000,26.76
2024-03-14,10,5669.309,0.000,26.04
2024-03-14,9,5648.609,0.000,25.82
2024-03-14,8,5646.526,0.000,25.95
2024-03-14,7,5677.137,0.000,26.46
2024-03-14,6,5711.161,0.000,26.64
2024-03-14,5,5753.337,0.000,27.37
2024-03-14,4,5814.592,0.000,28.01
2024-03-14,3,5898.028,0.000,29.04
2024-03-14,2,6020.867,0.000,30.33
2024-03-14,1,6126.534,0.000,31.45
2024-03-13,48,6240.108,0.000,32.70
2024-03-13,47,6363.802,0.000,33.87
2024-03-13,46,6497.798,0.000,35.37
2024-03-13,45,6625.378,0.000,36.22
2024-03-13,44,6759.742,0.000,37.50
2024-03-13,43,6899.414,0.000,38.66
2024-03-13,42,6942.782,0.000,38.97
2024-03-13,41,6993.918,0.000,38.89
2024-03-13,40,7036.849,0.000,39.35
2024-03-13,39,7051.981,6.000,39.08
2024-03-13,38,6979.127,10.000,38.22
2024-03-13,37,6883.917,0.000,37.63
2024-03-13,36,6849.704,0.000,37.41
2024-03-13,35,6909.478,0.000,37.96
2024-03-13,34,6845.295,0.000,37.36
2024-03-13,33,6854.192,0.000,37.68
2024-03-13,32,6732.735,0.000,36.15
2024-03-13,31,6679.600,0.000,35.61
2024-03-13,30,6688.914,0.000,36.07
2024-03-13,29,6683.234,0.000,35.63
2024-03-13,28,6643.389,0.000,35.65
2024-03-13,27,6580.101,0.000,35.16
2024-03-13,26,6499.552,0.000,34.16
2024-03-13,25,6516.982,0.000,34.23
2024-03-13,24,6577.522,0.000,34.72
2024-03-13,23,6661.639,0.000,35.61
2024-03-13,22,6750.512,0.000,36.69
2024-03-13,21,6826.568,0.000,37.21
2024-03-13,20,6862.747,2.010,37.45
2024-03-13,19,6899.375,9.800,37.56
2024-03-13,18,6909.970,0.000,37.54
2024-03-13,17,6820.073,0.000,36.73
2024-03-13,16,6568.501,0.000,34.87
2024-03-13,15,6339.802,0.000,32.46
2024-03-13,14,6186.601,0.000,30.65
2024-03-13,13,6057.033,0.000,29.13
2024-03-13,12,5878.958,0.000,28.22
2024-03-13,11,5713.383,0.000,26.64
2024-03-13,10,5614.982,0.000,25.82
2024-03-13,9,5601.359,0.000,25.53
2024-03-13,8,5599.346,0.000,25.57
2024-03-13,7,5614.231,0.000,26.08
2024-03-13,6,5647.207,0.000,26.30
2024-03-13,5,5708.020,0.000,27.20
2024-03-13,4,5774.578,0.000,27.40
2024-03-13,3,5856.032,0.000,29.03
2024-03-13,2,5973.985,0.000,30.23
2024-03-13,1,6084.090,0.000,31.44
2024-03-12,48,6201.203,0.000,32.79
2024-03-12,47,6322.461,0.000,33.75
2024-03-12,46,6452.387,0.000,35.31
2024-03-12,45,6589.788,0.000,36.63
2024-03-12,44,6718.600,0.000,37.71
2024-03-12,43,6871.542,0.000,38.89
2024-03-12,42,6934.015,0.000,39.49
2024-03-12,41,6985.827,0.000,39.79
2024-03-12,40,7019.950,6.000,40.09
2024-03-12,39,7042.106,10.200,40.11
2024-03-12,38,6942.726,16.000,38.70
2024-03-12,37,6869.435,0.000,38.28
2024-03-12,36,6890.522,0.000,38.35
2024-03-12,35,6973.541,0.000,39.04
2024-03-12,34,7026.849,0.000,39.68
2024-03-12,33,6829.739,0.000,38.41
2024-03-12,32,6708.168,0.000,36.55
2024-03-12,31,6706.091,0.000,36.91
2024-03-12,30,6729.430,0.000,37.46
2024-03-12,29,6711.200,0.000,36.91
2024-03-12,28,6662.613,0.000,36.65
2024-03-12,27,6641.436,0.000,35.95
2024-03-12,26,6546.081,0.000,35.18
2024-03-12,25,6627.411,0.000,35.98
2024-03-12,24,6661.872,0.000,36.02
2024-03-12,23,6898.663,8.806,38.44
