"Date","Period","Total_Demand","TCQ","Net_Demand"
"2023-11-05",43,"6697.837","22501.012565315","-15803.175651252499"
"2023-11-05",44,"6612.559","22501.012565315","-15888.453483283749"
"2023-11-05",45,"6478.7783","22501.012565315","-16022.234245002499"
"2023-11-05",46,"6354.876","22501.012565315","-16146.136588752499"
"2023-11-05",47,"6218.199","22501.012565315","-16282.813346564999"
"2023-11-05",48,"6107.94","22501.012565315","-16393.07262390875"
"2023-11-06",1,"5971.418","455.45345683173105","5515.964511918269"
"2023-11-06",2,"5865.78","435.827324744183","5429.952460412067"
"2023-11-06",3,"5759.169","420.24507550604","5338.92386980646"
"2023-11-06",4,"5704.252","406.399637237352","5297.852315887648"
"2023-11-06",5,"5673.8403","395.29191693734305","5278.548415093907"
"2023-11-06",6,"5632.061","386.39294321089403","5245.668091945356"
"2023-11-06",7,"5609.161","379.65321390605396","5229.507918906446"
"2023-11-06",8,"5568.431","374.377403237243","5194.053749106507"
"2023-11-06",9,"5568.1714","371.616728686012","5196.554658032738"
"2023-11-06",10,"5590.764","369.993148635","5220.77101152125"
"2023-11-06",11,"5672.8438","373.24735737786403","5299.596392622136"
"2023-11-06",12,"5826.085","375.569852201303","5450.515108736197"
"2023-11-06",13,"6020.674","383.396430190469","5637.277397934531"
"2023-11-06",14,"6195.1987","391.57789754594603","5803.620832922804"
"2023-11-06",15,"6366.887","404.583189559696","5962.304017471554"
"2023-11-06",16,"6580.116","417.43357314104804","6162.682637796452"
"2023-11-06",17,"6753.858","439.844371025254","6314.013539130996"
"2023-11-06",18,"6855.798","458.11781073589196","6397.680040826608"
"2023-11-06",19,"6889.5967","477.31439606401705","6412.282283623483"
"2023-11-06",20,"6908.214","489.156630006015","6419.057237181485"
"2023-11-06",21,"6945.039","502.50300510332903","6442.536057396671"
"2023-11-06",22,"6969.9517","507.295660542477","6462.655999613773"
"2023-11-06",23,"6947.896","511.407507809519","6436.488488284231"
"2023-11-06",24,"6878.577","510.826382938829","6367.750765498671"
"2023-11-06",25,"6871.494","506.632764971404","6364.861375653596"
"2023-11-06",26,"6951.936","502.220315805803","6449.715719350447"
"2023-11-06",27,"7030.588","500.68613709388","6529.9017535311195"
"2023-11-06",28,"7166.158","500.24889502931995","6665.90930809568"
"2023-11-06",29,"7283.788","499.244334376815","6784.5437515606845"
"2023-11-06",30,"7264.528","495.33880535379797","6769.189026677452"
"2023-11-06",31,"7225.89","497.492585462095","6728.397551256655"
"2023-11-06",32,"7245.5356","499.35219798159","6746.18344654966"
"2023-11-06",33,"7373.5376","501.130751131429","6872.406846524821"
"2023-11-06",34,"7377.077","500.974290704718","6876.102857732782"
"2023-11-06",35,"7269.7534","505.301865181311","6764.451552787439"
"2023-11-06",36,"7124.5303","506.978536371124","6617.551737066376"
"2023-11-06",37,"7068.465","512.295571888882","6556.1692718611175"
"2023-11-06",38,"7089.0347","526.8067510515509","6562.227916917199"
"2023-11-06",39,"7089.719","542.031718265484","6547.6875200157665"
"2023-11-06",40,"7066.661","543.720676076944","6522.940456735556"
"2023-11-06",41,"7048.6597","541.6132617987579","6507.046406169992"
"2023-11-06",42,"6996.608","540.842502622909","6455.765407533341"
"2023-11-06",43,"6922.363","540.933067957734","6381.429725011016"
"2023-11-06",44,"6785.5312","534.445085063798","6251.086164936202"
"2023-11-06",45,"6629.814","520.871278133154","6108.942686710596"
"2023-11-06",46,"6486.828","504.567125206818","5982.260999793182"
"2023-11-06",47,"6343.743","484.430128324472","5859.313035738028"
"2023-11-06",48,"6164.6353","455.32900628773297","5709.306247618517"
"2023-11-07",1,"5987.5693","455.45345683173105","5532.115879105769"
"2023-11-07",2,"5863.598","435.827324744183","5427.770819787067"
"2023-11-07",3,"5805.077","420.24507550604","5384.83207293146"
"2023-11-07",4,"5756.426","406.399637237352","5350.026144012648"
"2023-11-07",5,"5730.5957","395.29191693734305","5335.303786187657"
"2023-11-07",6,"5680.854","386.39294321089403","5294.461060695356"
"2023-11-07",7,"5652.196","379.65321390605396","5272.542586875196"
"2023-11-07",8,"5607.346","374.377403237243","5232.968788169007"
"2023-11-07",9,"5598.292","371.616728686012","5226.675263501488"
"2023-11-07",10,"5626.8687","369.993148635","5256.87550370875"
"2023-11-07",11,"5724.196","373.24735737786403","5350.948443403386"
"2023-11-07",12,"5905.3584","375.569852201303","5529.788546236197"
"2023-11-07",13,"6082.481","383.396430190469","5699.084526840781"
"2023-11-07",14,"6247.749","391.57789754594603","5856.171125891554"
"2023-11-07",15,"6399.925","404.583189559696","5995.341615127804"
"2023-11-07",16,"6594.8486","417.43357314104804","6177.415059671452"
"2023-11-07",17,"6761.763","439.844371025254","6321.918812568496"
"2023-11-07",18,"6834.501","458.11781073589196","6376.383165826608"
"2023-11-07",19,"6868.282","477.31439606401705","6390.967830498483"
"2023-11-07",20,"6904.256","489.156630006015","6415.099229368985"
"2023-11-07",21,"6927.397","502.50300510332903","6424.893967552921"
"2023-11-07",22,"6905.521","507.295660542477","6398.225335551273"
"2023-11-07",23,"6892.148","511.407507809519","6380.740441409231"
"2023-11-07",24,"6889.481","510.826382938829","6378.654574092421"
"2023-11-07",25,"6922.687","506.632764971404","6416.054246747346"
"2023-11-07",26,"7029.637","502.220315805803","6527.416891225447"
"2023-11-07",27,"7065.268","500.68613709388","6564.5819293123695"
"2023-11-07",28,"7068.169","500.24889502931995","6567.92005028318"
"2023-11-07",29,"7086.7993","499.244334376815","6587.5549820294345"
"2023-11-07",30,"7087.3647","495.33880535379797","6592.025940739952"
"2023-11-07",31,"7095.567","497.492585462095","6598.074309069155"
"2023-11-07",32,"7152.219","499.35219798159","6652.86704029966"
"2023-11-07",33,"7258.271","501.130751131429","6757.140244962321"
"2023-11-07",34,"7279.937","500.974290704718","6778.962721014032"
"2023-11-07",35,"7287.3804","505.301865181311","6782.078505912439"
"2023-11-07",36,"7175.328","506.978536371124","6668.349588628876"
"2023-11-07",37,"7114.518","512.295571888882","6602.2224945173675"
"2023-11-07",38,"7113.5","526.8067510515509","6586.693248948449"
"2023-11-07",39,"7093.7324","542.031718265484","6551.7007036095165"
"2023-11-07",40,"7041.915","543.720676076944","6498.194362985556"
"2023-11-07",41,"6996.549","541.6132617987579","6454.935566326242"
"2023-11-07",42,"6952.913","540.842502622909","6412.070583314591"
"2023-11-07",43,"6863.435","540.933067957734","6322.501990636016"
"2023-11-07",44,"6734.77","534.445085063798","6200.324934467452"
"2023-11-07",45,"6577.079","520.871278133154","6056.207823429346"
"2023-11-07",46,"6433.073","504.567125206818","5928.506116980682"
"2023-11-07",47,"6292.2783","484.430128324472","5807.848191988028"
"2023-11-07",48,"6093.403","455.32900628773297","5638.073825743517"
"2023-11-08",1,"5899.081","455.45345683173105","5443.627597855769"
"2023-11-08",2,"5784.997","435.827324744183","5349.169745568317"
"2023-11-08",3,"5757.866","420.24507550604","5337.62113543146"
"2023-11-08",4,"5709.525","406.399637237352","5303.125265106398"
"2023-11-08",5,"5674.41","395.29191693734305","5279.118239312657"
"2023-11-08",6,"5633.6187","386.39294321089403","5247.225709132856"
"2023-11-08",7,"5593.181","379.65321390605396","5213.527938437696"
"2023-11-08",8,"5578.231","374.377403237243","5203.853553794007"
"2023-11-08",9,"5549.51","371.616728686012","5177.893036938988"
"2023-11-08",10,"5589.3403","369.993148635","5219.34718339625"
"2023-11-08",11,"5667.8354","373.24735737786403","5294.588091840886"
"2023-11-08",12,"5825.562","375.569852201303","5449.992159517447"
"2023-11-08",13,"6038.1543","383.396430190469","5654.757866684531"
"2023-11-08",14,"6196.148","391.57789754594603","5804.570051672804"
"2023-11-08",15,"6356.338","404.583189559696","5951.754701065304"
"2023-11-08",16,"6551.309","417.43357314104804","6133.875508890202"
"2023-11-08",17,"6727.9434","439.844371025254","6288.098988349746"
"2023-11-08",18,"6802.231","458.11781073589196","6344.113146295358"
"2023-11-08",19,"6810.448","477.31439606401705","6333.133846123483"
"2023-11-08",20,"6805.283","489.156630006015","6316.126573118985"
"2023-11-08",21,"6809.298","502.50300510332903","6306.794846459171"
"2023-11-08",22,"6896.0513","507.295660542477","6388.755608988773"
"2023-11-08",23,"6876.979","511.407507809519","6365.571496096731"
"2023-11-08",24,"6878.779","510.826382938829","6367.952425654921"
"2023-11-08",25,"6899.571","506.632764971404","6392.938035809846"
"2023-11-08",26,"7025.06","502.220315805803","6522.839742787947"
"2023-11-08",27,"7105.387","500.68613709388","6604.7010699373695"
"2023-11-08",28,"7010.3237","500.24889502931995","6510.07483543943"
"2023-11-08",29,"6930.908","499.244334376815","6431.6638687481845"
"2023-11-08",30,"7032.165","495.33880535379797","6536.826233708702"
"2023-11-08",31,"7157.0347","497.492585462095","6659.542082506655"
"2023-11-08",32,"7220.332","499.35219798159","6720.97983326841"
"2023-11-08",33,"7243.292","501.130751131429","6742.161241056071"
"2023-11-08",34,"7240.53","500.974290704718","6739.555494451532"
"2023-11-08",35,"7215.362","505.301865181311","6710.059951224939"
"2023-11-08",36,"7099.286","506.978536371124","6592.307596441376"
"2023-11-08",37,"7061.2427","512.295571888882","6548.9471038923675"
"2023-11-08",38,"7068.728","526.8067510515509","6541.921276292199"
"2023-11-08",39,"7066.1763","542.031718265484","6524.1445512657665"
"2023-11-08",40,"7047.8013","543.720676076944","6504.080593454306"
"2023-11-08",41,"7046.084","541.6132617987579","6504.470722576242"
"2023-11-08",42,"6998.9136","540.842502622909","6458.071071595841"
"2023-11-08",43,"6932.714","540.933067957734","6391.780799229766"
"2023-11-08",44,"6813.735","534.445085063798","6279.289778217452"
"2023-11-08",45,"6649.12","520.871278133154","6128.248839054346"
"2023-11-08",46,"6458.996","504.567125206818","5954.428968543182"
"2023-11-08",47,"6308.653","484.430128324472","5824.222703706778"
"2023-11-08",48,"6117.492","455.32900628773297","5662.163181212267"
"2023-11-09",1,"5905.717","455.45345683173105","5450.263340043269"
"2023-11-09",2,"5793.0776","435.827324744183","5357.250311974567"
"2023-11-09",3,"5775.176","420.24507550604","5354.93070574396"
"2023-11-09",4,"5739.4707","406.399637237352","5333.071065887648"
"2023-11-09",5,"5704.689","395.29191693734305","5309.397047906407"
"2023-11-09",6,"5664.305","386.39294321089403","5277.912232570356"
"2023-11-09",7,"5611.9595","379.65321390605396","5232.306258750196"
"2023-11-09",8,"5581.47","374.377403237243","5207.092811606507"
"2023-11-09",9,"5569.544","371.616728686012","5197.927216626488"
"2023-11-09",10,"5576.098","369.993148635","5206.10499589625"
"2023-11-09",11,"5677.5483","373.24735737786403","5304.300982465886"
"2023-11-09",12,"5843.985","375.569852201303","5468.415011079947"
"2023-11-09",13,"6051.311","383.396430190469","5667.914604965781"
"2023-11-09",14,"6215.8647","391.57789754594603","5824.286848547804"
"2023-11-09",15,"6380.6377","404.583189559696","5976.054505752804"
"2023-11-09",16,"6571.479","417.43357314104804","6154.045430765202"
"2023-11-09",17,"6705.509","439.844371025254","6265.664418037246"
"2023-11-09",18,"6767.038","458.11781073589196","6308.920275201608"
"2023-11-09",19,"6796.9634","477.31439606401705","6319.648982842233"
"2023-11-09",20,"6834.232","489.156630006015","6345.075303587735"
"2023-11-09",21,"6883.44","502.50300510332903","6380.936936302921"
"2023-11-09",22,"6896.481","507.295660542477","6389.185296488773"
"2023-11-09",23,"6916.927","511.407507809519","6405.519250002981"
"2023-11-09",24,"6958.4272","510.826382938829","6447.600863154921"
"2023-11-09",25,"6970.7373","506.632764971404","6464.104539716096"
"2023-11-09",26,"7003.357","502.220315805803","6501.136617787947"
"2023-11-09",27,"7085.68","500.68613709388","6584.9940386873695"
"2023-11-09",28,"6955.995","500.24889502931995","6455.74622215818"
"2023-11-09",29,"6858.674","499.244334376815","6359.4294937481845"
"2023-11-09",30,"6977.4253","495.33880535379797","6482.086487614952"
"2023-11-09",31,"7148.714","497.492585462095","6651.221281725405"
"2023-11-09",32,"7275.588","499.35219798159","6776.23569264341"
"2023-11-09",33,"7255.421","501.130751131429","6754.290147306071"
"2023-11-09",34,"7205.88","500.974290704718","6704.905592107782"
"2023-11-09",35,"7083.772","505.301865181311","6578.470107474939"
"2023-11-09",36,"6987.517","506.978536371124","6480.538553472626"
"2023-11-09",37,"6967.793","512.295571888882","6455.4973968611175"
"2023-11-09",38,"6974.626","526.8067510515509","6447.819225510949"
"2023-11-09",39,"6990.3013","542.031718265484","6448.2695512657665"
"2023-11-09",40,"6995.396","543.720676076944","6451.675320016806"
"2023-11-09",41,"6980.195","541.6132617987579","6438.581562419992"
"2023-11-09",42,"6919.1187","540.842502622909","6378.276149720841"
"2023-11-09",43,"6833.681","540.933067957734","6292.748084386016"
"2023-11-09",44,"6708.1143","534.445085063798","6173.669172748702"
"2023-11-09",45,"6564.98","520.871278133154","6044.108702335596"
"2023-11-09",46,"6425.834","504.567125206818","5921.266859168182"
"2023-11-09",47,"6276.441","484.430128324472","5792.010789644278"
"2023-11-09",48,"6082.604","455.32900628773297","5627.274997618517"
"2023-11-10",1,"5903.239","455.45345683173105","5447.785312699519"
"2023-11-10",2,"5797.605","435.827324744183","5361.777655724567"
"2023-11-10",3,"5757.9673","420.24507550604","5337.72220965021"
"2023-11-10",4,"5713.256","406.399637237352","5306.856222137648"
"2023-11-10",5,"5685.631","395.29191693734305","5290.338942437657"
"2023-11-10",6,"5633.2793","386.39294321089403","5246.886353664106"
"2023-11-10",7,"5604.1133","379.65321390605396","5224.460067343946"
"2023-11-10",8,"5563.901","374.377403237243","5189.523475669007"
"2023-11-10",9,"5564.4033","371.616728686012","5192.786591626488"
"2023-11-10",10,"5585.597","369.993148635","5215.60401933375"
"2023-11-10",11,"5678.2417","373.24735737786403","5304.994341840886"
"2023-11-10",12,"5841.702","375.569852201303","5466.132296236197"
"2023-11-10",13,"6026.071","383.396430190469","5642.674370590781"
"2023-11-10",14,"6191.818","391.57789754594603","5800.239973547804"
"2023-11-10",15,"6344.2373","404.583189559696","5939.654115127804"
"2023-11-10",16,"6522.794","417.43357314104804","6105.360372171452"
"2023-11-10",17,"6674.4634","439.844371025254","6234.619007880996"
"2023-11-10",18,"6748.863","458.11781073589196","6290.744982232858"
"2023-11-10",19,"6788.365","477.31439606401705","6311.050838310983"
"2023-11-10",20,"6822.743","489.156630006015","6333.586534056485"
"2023-11-10",21,"6872.29","502.50300510332903","6369.787033959171"
"2023-11-10",22,"6865.945","507.295660542477","6358.649163676273"
"2023-11-10",23,"6853.821","511.407507809519","6342.413292971731"
"2023-11-10",24,"6826.224","510.826382938829","6315.397738154921"
"2023-11-10",25,"6810.307","506.632764971404","6303.674363934846"
"2023-11-10",26,"6849.851","502.220315805803","6347.630758412947"
"2023-11-10",27,"6961.598","500.68613709388","6460.9120074373695"
"2023-11-10",28,"7095.061","500.24889502931995","6594.81214012693"
"2023-11-10",29,"7139.5684","499.244334376815","6640.3240249981845"
"2023-11-10",30,"7184.3643","495.33880535379797","6689.025452458702"
"2023-11-10",31,"7136.881","497.492585462095","6639.388273912905"
"2023-11-10",32,"7185.4746","499.35219798159","6686.12241139341"
"2023-11-10",33,"7161.428","501.130751131429","6660.297471524821"
"2023-11-10",34,"7124.975","500.974290704718","6624.000806951532"
"2023-11-10",35,"7094.4473","505.301865181311","6589.145400443689"
"2023-11-10",36,"7030.232","506.978536371124","6523.253397222626"
"2023-11-10",37,"6967.9062","512.295571888882","6455.6106781111175"
"2023-11-10",38,"6940.052","526.8067510515509","6413.245006760949"
"2023-11-10",39,"6932.134","542.031718265484","6390.1020707970165"
"2023-11-10",40,"6913.785","543.720676076944","6370.064480173056"
"2023-11-10",41,"6877.882","541.6132617987579","6336.268574138742"
"2023-11-10",42,"6842.781","540.842502622909","6301.938259095841"
"2023-11-10",43,"6757.0703","540.933067957734","6216.137244542266"
"2023-11-10",44,"6633.487","534.445085063798","6099.041731342452"
"2023-11-10",45,"6486.142","520.871278133154","5965.270811710596"
"2023-11-10",46,"6348.93","504.567125206818","5844.363050574432"
"2023-11-10",47,"6217.87","484.430128324472","5733.439988863028"
"2023-11-10",48,"6115.445","455.32900628773297","5660.115817931017"
"2023-11-11",1,"6096.019","22501.012565315","-16404.99352234625"
"2023-11-11",2,"6027.1094","22501.012565315","-16473.903190315"
"2023-11-11",3,"5874.276","22501.012565315","-16626.73668640875"
"2023-11-11",4,"5752.395","22501.012565315","-16748.61754578375"
"2023-11-11",5,"5694.656","22501.012565315","-16806.35680359625"
"2023-11-11",6,"5646.0796","22501.012565315","-16854.93297547125"
"2023-11-11",7,"5596.2236","22501.012565315","-16904.7889325025"
"2023-11-11",8,"5570.3027","22501.012565315","-16930.70983094"
"2023-11-11",9,"5526.2593","22501.012565315","-16974.75328797125"
"2023-11-11",10,"5498.501","22501.012565315","-17002.5115887525"
"2023-11-11",11,"5533.338","22501.012565315","-16967.67467469"
"2023-11-11",12,"5598.7817","22501.012565315","-16902.23082703375"
"2023-11-11",13,"5693.279","22501.012565315","-16807.73375672125"
"2023-11-11",14,"5755.1323","22501.012565315","-16745.88024109625"
"2023-11-11",15,"5808.351","22501.012565315","-16692.66149109625"
"2023-11-11",16,"5901.753","22501.012565315","-16599.2596356275"
"2023-11-11",17,"6022.5454","22501.012565315","-16478.46715515875"
"2023-11-11",18,"6119.303","22501.012565315","-16381.709342658749"
"2023-11-11",19,"6181.4023","22501.012565315","-16319.610221564999"
"2023-11-11",20,"6245.785","22501.012565315","-16255.227409064999"
"2023-11-11",21,"6262.413","22501.012565315","-16238.599479377499"
"2023-11-11",22,"6230.4536","22501.012565315","-16270.558952033749"
"2023-11-11",23,"6225.756","22501.012565315","-16275.256705939999"
"2023-11-11",24,"6194.213","22501.012565315","-16306.799674689999"
"2023-11-11",25,"6155.319","22501.012565315","-16345.693717658749"
"2023-11-11",26,"6160.627","22501.012565315","-16340.385612189999"
"2023-11-11",27,"6163.503","22501.012565315","-16337.509635627499"
"2023-11-11",28,"6175.0664","22501.012565315","-16325.946159064999"
"2023-11-11",29,"6174.9478","22501.012565315","-16326.064811408749"
"2023-11-11",30,"6143.933","22501.012565315","-16357.079459846249"
"2023-11-11",31,"6160.484","22501.012565315","-16340.528678596249"
"2023-11-11",32,"6241.83","22501.012565315","-16259.182487189999"
"2023-11-11",33,"6275.1313","22501.012565315","-16225.881217658749"
"2023-11-11",34,"6290.2417","22501.012565315","-16210.770866096249"
"2023-11-11",35,"6341.978","22501.012565315","-16159.034537971249"
"2023-11-11",36,"6381.1978","22501.012565315","-16119.814811408749"
"2023-11-11",37,"6443.3687","22501.012565315","-16057.643912971249"
"2023-11-11",38,"6547.48","22501.012565315","-15953.532584846249"
"2023-11-11",39,"6593.427","22501.012565315","-15907.585807502499"
"2023-11-11",40,"6604.2207","22501.012565315","-15896.791862189999"
"2023-11-11",41,"6607.4873","22501.012565315","-15893.525260627499"
"2023-11-11",42,"6603.652","22501.012565315","-15897.360709846249"
"2023-11-11",43,"6590.04","22501.012565315","-15910.972526252499"
"2023-11-11",44,"6500.349","22501.012565315","-16000.663444221249"
"2023-11-11",45,"6404.045","22501.012565315","-16096.967643439999"
"2023-11-11",46,"6307.0386","22501.012565315","-16193.973991096249"
"2023-11-11",47,"6205.5923","22501.012565315","-16295.420280158749"
"2023-11-11",48,"6119.512","22501.012565315","-16381.500358283749"
"2023-11-12",1,"6003.767","22501.012565315","-16497.24547547125"
"2023-11-12",2,"5898.559","22501.012565315","-16602.45348328375"
"2023-11-12",3,"5792.986","22501.012565315","-16708.02672547125"
"2023-11-12",4,"5737.642","22501.012565315","-16763.37047547125"
"2023-11-12",5,"5681.1597","22501.012565315","-16819.85289734625"
"2023-11-12",6,"5617.834","22501.012565315","-16883.17858094"
"2023-11-12",7,"5573.0156","22501.012565315","-16927.996940315"
"2023-11-12",8,"5533.399","22501.012565315","-16967.61363953375"
"2023-11-12",9,"5500.789","22501.012565315","-17000.223502815"
"2023-11-12",10,"5464.729","22501.012565315","-17036.28356140875"
"2023-11-12",11,"5495.651","22501.012565315","-17005.36168640875"
"2023-11-12",12,"5548.791","22501.012565315","-16952.22154969"
"2023-11-12",13,"5600.623","22501.012565315","-16900.38951844"
"2023-11-12",14,"5630.808","22501.012565315","-16870.20445984625"
"2023-11-12",15,"5633.535","22501.012565315","-16867.477409065"
"2023-11-12",16,"5667.751","22501.012565315","-16833.2615887525"
"2023-11-12",17,"5723.272","22501.012565315","-16777.74059265875"
"2023-11-12",18,"5768.653","22501.012565315","-16732.35973328375"
"2023-11-12",19,"5813.828","22501.012565315","-16687.184440315"
"2023-11-12",20,"5859.3413","22501.012565315","-16641.67125672125"
"2023-11-12",21,"5916.014","22501.012565315","-16584.99840515875"
"2023-11-12",22,"5971.292","22501.012565315","-16529.7205731275"
"2023-11-12",23,"6025.265","22501.012565315","-16475.74742859625"
"2023-11-12",24,"5986.0454","22501.012565315","-16514.96715515875"
"2023-11-12",25,"5829.997","22501.012565315","-16671.0154950025"
"2023-11-12",26,"5719.396","22501.012565315","-16781.61656922125"
"2023-11-12",27,"5770.7607","22501.012565315","-16730.2518231275"
"2023-11-12",28,"5878.916","22501.012565315","-16622.09654969"
"2023-11-12",29,"5932.488","22501.012565315","-16568.52477234625"
"2023-11-12",30,"5949.655","22501.012565315","-16551.35778015875"
"2023-11-12",31,"5957.232","22501.012565315","-16543.78063172125"
"2023-11-12",32,"6034.17","22501.012565315","-16466.84264344"
"2023-11-12",33,"6128.0903","22501.012565315","-16372.922233283749"
"2023-11-12",34,"6168.409","22501.012565315","-16332.603385627499"
"2023-11-12",35,"6202.244","22501.012565315","-16298.768424689999"
"2023-11-12",36,"6304.9487","22501.012565315","-16196.063834846249"
"2023-11-12",37,"6388.957","22501.012565315","-16112.055534064999"
"2023-11-12",38,"6472.365","22501.012565315","-16028.647330939999"
"2023-11-12",39,"6523.719","22501.012565315","-15977.293327033749"
"2023-11-12",40,"6509.957","22501.012565315","-15991.055534064999"
"2023-11-12",41,"6495.809","22501.012565315","-16005.203483283749"
"2023-11-12",42,"6489.344","22501.012565315","-16011.668327033749"
"2023-11-12",43,"6475.458","22501.012565315","-16025.554557502499"
"2023-11-12",44,"6372.327","22501.012565315","-16128.685416877499"
"2023-11-12",45,"6246.417","22501.012565315","-16254.595573127499"
"2023-11-12",46,"6127.308","22501.012565315","-16373.704459846249"
"2023-11-12",47,"6029.782","22501.012565315","-16471.2303387525"
"2023-11-12",48,"5937.047","22501.012565315","-16563.965690315"
"2023-11-13",1,"5851.151","22501.012565315","-16649.86168640875"
"2023-11-13",2,"5743.9033","22501.012565315","-16757.1092450025"
"2023-11-13",3,"5590.695","22501.012565315","-16910.31774109625"
"2023-11-13",4,"5393.3057","22501.012565315","-17107.7069012525"
"2023-11-13",5,"5284.648","22501.012565315","-17216.36461609625"
"2023-11-13",6,"5299.475","22501.012565315","-17201.53746765875"
"2023-11-13",7,"5358.0933","22501.012565315","-17142.91930359625"
"2023-11-13",8,"5332.738","22501.012565315","-17168.27477234625"
"2023-11-13",9,"5322.727","22501.012565315","-17178.28551453375"
"2023-11-13",10,"5314.7075","22501.012565315","-17186.30504578375"
"2023-11-13",11,"5341.899","22501.012565315","-17159.11363953375"
"2023-11-13",12,"5415.81","22501.012565315","-17085.20250672125"
"2023-11-13",13,"5484.507","22501.012565315","-17016.5057293775"
"2023-11-13",14,"5523.472","22501.012565315","-16977.54039734625"
"2023-11-13",15,"5552.6094","22501.012565315","-16948.403190315"
"2023-11-13",16,"5663.0723","22501.012565315","-16837.94029969"
"2023-11-13",17,"5770.096","22501.012565315","-16730.91637390875"
"2023-11-13",18,"5862.698","22501.012565315","-16638.3143231275"
"2023-11-13",19,"5917.522","22501.012565315","-16583.49059265875"
"2023-11-13",20,"5972.5347","22501.012565315","-16528.47789734625"
"2023-11-13",21,"5998.8647","22501.012565315","-16502.14781922125"
"2023-11-13",22,"6006.554","22501.012565315","-16494.45836609625"
"2023-11-13",23,"6001.07","22501.012565315","-16499.94274109625"
"2023-11-13",24,"5964.343","22501.012565315","-16536.6697918775"
"2023-11-13",25,"5965.9883","22501.012565315","-16535.024284065"
"2023-11-13",26,"5994.6123","22501.012565315","-16506.4002606275"
"2023-11-13",27,"6089.9004","22501.012565315","-16411.11217469"
"2023-11-13",28,"6140.739","22501.012565315","-16360.273795783749"
"2023-11-13",29,"6221.65","22501.012565315","-16279.362662971249"
"2023-11-13",30,"6250.12","22501.012565315","-16250.892448127499"
"2023-11-13",31,"6218.9927","22501.012565315","-16282.019889533749"
"2023-11-13",32,"6141.687","22501.012565315","-16359.325553596249"
"2023-11-13",33,"6085.1724","22501.012565315","-16415.84020203375"
"2023-11-13",34,"6107.742","22501.012565315","-16393.270377815"
"2023-11-13",35,"6255.9683","22501.012565315","-16245.044303596249"
"2023-11-13",36,"6406.0977","22501.012565315","-16094.914909064999"
"2023-11-13",37,"6462.804","22501.012565315","-16038.208366096249"
"2023-11-13",38,"6519.532","22501.012565315","-15981.480338752499"
"2023-11-13",39,"6561.3027","22501.012565315","-15939.709830939999"
"2023-11-13",40,"6604.522","22501.012565315","-15896.490592658749"
"2023-11-13",41,"6598.652","22501.012565315","-15902.360709846249"
"2023-11-13",42,"6573.0527","22501.012565315","-15927.959830939999"
"2023-11-13",43,"6537.176","22501.012565315","-15963.836784064999"
"2023-11-13",44,"6507.995","22501.012565315","-15993.017448127499"
"2023-11-13",45,"6457.1143","22501.012565315","-16043.898307502499"
"2023-11-13",46,"6365.969","22501.012565315","-16135.043327033749"
"2023-11-13",47,"6204.7324","22501.012565315","-16296.280143439999"
"2023-11-13",48,"6106.67","22501.012565315","-16394.34264344"
"2023-11-14",1,"5955.798","455.45345683173105","5500.344394730769"
"2023-11-14",2,"5822.862","435.827324744183","5387.034491662067"
"2023-11-14",3,"5692.723","420.24507550604","5272.47806902521"
"2023-11-14",4,"5645.932","406.399637237352","5239.532491668898"
"2023-11-14",5,"5616.985","395.29191693734305","5221.692946343907"
"2023-11-14",6,"5572.8657","386.39294321089403","5186.472779445356"
"2023-11-14",7,"5518.726","379.65321390605396","5139.072860312696"
"2023-11-14",8,"5496.519","374.377403237243","5122.141639731507"
"2023-11-14",9,"5493.9956","371.616728686012","5122.378876782738"
"2023-11-14",10,"5530.55","369.993148635","5160.5566560525"
"2023-11-14",11,"5598.156","373.24735737786403","5224.908404340886"
"2023-11-14",12,"5759.289","375.569852201303","5383.719210298697"
"2023-11-14",13,"5958.425","383.396430190469","5575.028374497031"
"2023-11-14",14,"6132.227","391.57789754594603","5740.649153235304"
"2023-11-14",15,"6342.538","404.583189559696","5937.954896377804"
"2023-11-14",16,"6543.749","417.43357314104804","6126.315450296452"
"2023-11-14",17,"6671.224","439.844371025254","6231.379750068496"
"2023-11-14",18,"6719.918","458.11781073589196","6261.800158014108"
"2023-11-14",19,"6856.066","477.31439606401705","6378.751521904733"
"2023-11-14",20,"6895.874","489.156630006015","6406.717393431485"
"2023-11-14",21,"6930.524","502.50300510332903","6428.020920677921"
"2023-11-14",22,"6967.089","507.295660542477","6459.793206645023"
"2023-11-14",23,"6984.566","511.407507809519","6473.158410159231"
"2023-11-14",24,"6956.881","510.826382938829","6446.054476436171"
"2023-11-14",25,"6911.487","506.632764971404","6404.854051434846"
"2023-11-14",26,"6918.273","502.220315805803","6416.052633412947"
"2023-11-14",27,"7019.765","500.68613709388","6519.0789996248695"
"2023-11-14",28,"7137.6616","500.24889502931995","6637.41272606443"
"2023-11-14",29,"7079.6396","499.244334376815","6580.3953140606845"
"2023-11-14",30,"7044.87","495.33880535379797","6549.531311833702"
"2023-11-14",31,"7107.422","497.492585462095","6609.929289537905"
"2023-11-14",32,"7135.161","499.35219798159","6635.80893483091"
"2023-11-14",33,"7151.809","501.130751131429","6650.678330899821"
"2023-11-14",34,"7136.3643","500.974290704718","6635.389967107782"
"2023-11-14",35,"7091.7573","505.301865181311","6586.455459037439"
