Date,Period,Total Demand,TCQ,Net Demand,Type_Of_Day
2023-07-01,1,6119.563,486.146668221198,5633.4163317788025,1
2023-07-01,2,6019.671,486.146668221198,5533.524331778803,1
2023-07-01,3,5910.691000000001,486.146668221198,5424.544331778803,1
2023-07-01,4,5843.398999999999,486.146668221198,5357.252331778802,1
2023-07-01,5,5797.706999999999,486.146668221198,5311.560331778802,1
2023-07-01,6,5747.6410000000005,486.146668221198,5261.494331778803,1
2023-07-01,7,5697.5560000000005,486.146668221198,5211.409331778803,1
2023-07-01,8,5635.452,486.146668221198,5149.305331778803,1
2023-07-01,9,5582.066,486.146668221198,5095.919331778802,1
2023-07-01,10,5556.647,486.146668221198,5070.500331778802,1
2023-07-01,11,5568.112,486.146668221198,5081.9653317788025,1
2023-07-01,12,5627.988,486.146668221198,5141.841331778803,1
2023-07-01,13,5706.7609999999995,486.146668221198,5220.614331778802,1
2023-07-01,14,5774.328,486.146668221198,5288.181331778803,1
2023-07-01,15,5842.484,486.146668221198,5356.337331778803,1
2023-07-01,16,5965.757,486.146668221198,5479.610331778802,1
2023-07-01,17,6105.148999999999,486.146668221198,5619.002331778802,1
2023-07-01,18,6193.212,486.146668221198,5707.065331778803,1
2023-07-01,19,6245.338,486.146668221198,5759.191331778802,1
2023-07-01,20,6276.936,486.146668221198,5790.789331778802,1
2023-07-01,21,6303.786,486.146668221198,5817.639331778802,1
2023-07-01,22,6287.005,486.146668221198,5800.8583317788025,1
2023-07-01,23,6302.616,486.146668221198,5816.469331778802,1
2023-07-01,24,6328.678,486.146668221198,5842.531331778802,1
2023-07-01,25,6304.8589999999995,486.146668221198,5818.712331778802,1
2023-07-01,26,6234.674,486.146668221198,5748.527331778802,1
2023-07-01,27,6187.954000000001,486.146668221198,5701.807331778803,1
2023-07-01,28,6203.476,486.146668221198,5717.329331778802,1
2023-07-01,29,6288.47,486.146668221198,5802.323331778803,1
2023-07-01,30,6344.724,486.146668221198,5858.5773317788025,1
2023-07-01,31,6332.17,486.146668221198,5846.0233317788025,1
2023-07-01,32,6310.81,486.146668221198,5824.663331778803,1
2023-07-01,33,6336.924,486.146668221198,5850.777331778802,1
2023-07-01,34,6305.454,486.146668221198,5819.307331778802,1
2023-07-01,35,6326.599,486.146668221198,5840.4523317788025,1
2023-07-01,36,6377.650000000001,486.146668221198,5891.503331778803,1
2023-07-01,37,6413.134,486.146668221198,5926.987331778802,1
2023-07-01,38,6447.592,486.146668221198,5961.445331778802,1
2023-07-01,39,6520.371999999999,486.146668221198,6034.225331778802,1
2023-07-01,40,6576.874,486.146668221198,6090.727331778802,1
2023-07-01,41,6605.92,486.146668221198,6119.7733317788025,1
2023-07-01,42,6611.335999999999,486.146668221198,6125.189331778802,1
2023-07-01,43,6572.833,486.146668221198,6086.686331778802,1
2023-07-01,44,6490.6179999999995,486.146668221198,6004.471331778802,1
2023-07-01,45,6407.196,486.146668221198,5921.049331778802,1
2023-07-01,46,6323.387,486.146668221198,5837.240331778802,1
2023-07-01,47,6235.134,486.146668221198,5748.987331778802,1
2023-07-01,48,6122.77,486.146668221198,5636.623331778803,1
2023-07-02,1,5989.355,486.146668221198,5503.208331778802,1
2023-07-02,2,5876.072,486.146668221198,5389.9253317788025,1
2023-07-02,3,5796.881,486.146668221198,5310.734331778803,1
2023-07-02,4,5735.811,486.146668221198,5249.664331778802,1
2023-07-02,5,5682.369,486.146668221198,5196.222331778802,1
2023-07-02,6,5635.274,486.146668221198,5149.127331778803,1
2023-07-02,7,5582.084,486.146668221198,5095.937331778802,1
2023-07-02,8,5539.866,486.146668221198,5053.719331778802,1
2023-07-02,9,5517.499,486.146668221198,5031.352331778802,1
2023-07-02,10,5518.299,486.146668221198,5032.152331778802,1
2023-07-02,11,5543.622,486.146668221198,5057.475331778803,1
2023-07-02,12,5581.032,486.146668221198,5094.8853317788025,1
2023-07-02,13,5646.9619999999995,486.146668221198,5160.815331778802,1
2023-07-02,14,5674.398,486.146668221198,5188.2513317788025,1
2023-07-02,15,5700.765,486.146668221198,5214.618331778803,1
2023-07-02,16,5763.821,486.146668221198,5277.674331778802,1
2023-07-02,17,5834.547,486.146668221198,5348.400331778802,1
2023-07-02,18,5868.641,486.146668221198,5382.494331778802,1
2023-07-02,19,5922.772,486.146668221198,5436.625331778802,1
2023-07-02,20,5992.566,486.146668221198,5506.419331778802,1
2023-07-02,21,6083.697,486.146668221198,5597.5503317788025,1
2023-07-02,22,6076.5,486.146668221198,5590.353331778802,1
2023-07-02,23,6009.333,486.146668221198,5523.186331778802,1
2023-07-02,24,5943.906,486.146668221198,5457.759331778802,1
2023-07-02,25,5882.763000000001,486.146668221198,5396.616331778803,1
2023-07-02,26,5860.974,486.146668221198,5374.8273317788025,1
2023-07-02,27,5896.857,486.146668221198,5410.710331778802,1
2023-07-02,28,5957.478,486.146668221198,5471.331331778802,1
2023-07-02,29,5964.606,486.146668221198,5478.459331778802,1
2023-07-02,30,6035.008,486.146668221198,5548.861331778802,1
2023-07-02,31,6155.997,486.146668221198,5669.850331778803,1
2023-07-02,32,6200.737,486.146668221198,5714.5903317788025,1
2023-07-02,33,6215.709,486.146668221198,5729.562331778802,1
2023-07-02,34,6186.187,486.146668221198,5700.040331778802,1
2023-07-02,35,6288.356,486.146668221198,5802.209331778802,1
2023-07-02,36,6347.922,486.146668221198,5861.775331778802,1
2023-07-02,37,6416.765,486.146668221198,5930.618331778803,1
2023-07-02,38,6499.181,486.146668221198,6013.034331778802,1
2023-07-02,39,6550.7880000000005,486.146668221198,6064.641331778803,1
2023-07-02,40,6597.083,486.146668221198,6110.936331778802,1
2023-07-02,41,6635.9580000000005,486.146668221198,6149.811331778803,1
2023-07-02,42,6676.983,486.146668221198,6190.836331778803,1
2023-07-02,43,6681.742,486.146668221198,6195.595331778803,1
2023-07-02,44,6603.478,486.146668221198,6117.331331778802,1
2023-07-02,45,6496.375,486.146668221198,6010.228331778802,1
2023-07-02,46,6400.677,486.146668221198,5914.530331778802,1
2023-07-02,47,6291.841,486.146668221198,5805.694331778803,1
2023-07-02,48,6235.066,486.146668221198,5748.919331778802,1
2023-07-08,1,6210.022999999999,486.146668221198,5723.876331778802,1
2023-07-08,2,6097.526,486.146668221198,5611.379331778802,1
2023-07-08,3,6005.318,486.146668221198,5519.171331778803,1
2023-07-08,4,5945.918000000001,486.146668221198,5459.771331778803,1
2023-07-08,5,5900.217,486.146668221198,5414.070331778802,1
2023-07-08,6,5842.946,486.146668221198,5356.799331778802,1
2023-07-08,7,5792.289,486.146668221198,5306.142331778802,1
2023-07-08,8,5747.576,486.146668221198,5261.429331778802,1
2023-07-08,9,5711.522,486.146668221198,5225.375331778802,1
2023-07-08,10,5698.780000000001,486.146668221198,5212.633331778803,1
2023-07-08,11,5719.391,486.146668221198,5233.244331778802,1
2023-07-08,12,5776.459,486.146668221198,5290.312331778802,1
2023-07-08,13,5847.0960000000005,486.146668221198,5360.949331778803,1
2023-07-08,14,5907.943,486.146668221198,5421.796331778803,1
2023-07-08,15,5977.979,486.146668221198,5491.832331778803,1
2023-07-08,16,6097.245,486.146668221198,5611.098331778802,1
2023-07-08,17,6233.868,486.146668221198,5747.721331778803,1
2023-07-08,18,6325.235,486.146668221198,5839.088331778802,1
2023-07-08,19,6376.84,486.146668221198,5890.6933317788025,1
2023-07-08,20,6423.034000000001,486.146668221198,5936.887331778803,1
2023-07-08,21,6481.585999999999,486.146668221198,5995.439331778802,1
2023-07-08,22,6503.3369999999995,486.146668221198,6017.190331778802,1
2023-07-08,23,6477.84,486.146668221198,5991.6933317788025,1
2023-07-08,24,6433.177,486.146668221198,5947.030331778802,1
2023-07-08,25,6387.837,486.146668221198,5901.690331778803,1
2023-07-08,26,6358.701,486.146668221198,5872.554331778802,1
2023-07-08,27,6354.702,486.146668221198,5868.555331778803,1
2023-07-08,28,6366.323,486.146668221198,5880.176331778803,1
2023-07-08,29,6401.216,486.146668221198,5915.069331778803,1
2023-07-08,30,6464.598,486.146668221198,5978.451331778802,1
2023-07-08,31,6491.516,486.146668221198,6005.369331778802,1
2023-07-08,32,6483.798000000001,486.146668221198,5997.651331778803,1
2023-07-08,33,6499.088000000001,486.146668221198,6012.941331778803,1
2023-07-08,34,6511.871999999999,486.146668221198,6025.725331778802,1
2023-07-08,35,6500.223999999999,486.146668221198,6014.077331778802,1
2023-07-08,36,6488.18,486.146668221198,6002.033331778803,1
2023-07-08,37,6511.361999999999,486.146668221198,6025.215331778802,1
2023-07-08,38,6574.304,486.146668221198,6088.1573317788025,1
2023-07-08,39,6628.63,486.146668221198,6142.4833317788025,1
2023-07-08,40,6660.263999999999,486.146668221198,6174.117331778802,1
2023-07-08,41,6675.281,486.146668221198,6189.134331778802,1
2023-07-08,42,6678.75,486.146668221198,6192.603331778802,1
2023-07-08,43,6657.786,486.146668221198,6171.639331778802,1
2023-07-08,44,6585.2880000000005,486.146668221198,6099.141331778803,1
2023-07-08,45,6493.854,486.146668221198,6007.707331778803,1
2023-07-08,46,6414.748,486.146668221198,5928.601331778802,1
2023-07-08,47,6330.492,486.146668221198,5844.345331778803,1
2023-07-08,48,6233.9580000000005,486.146668221198,5747.811331778803,1
2023-07-09,1,6127.277,486.146668221198,5641.130331778802,1
2023-07-09,2,6001.517,486.146668221198,5515.370331778802,1
2023-07-09,3,5899.95,486.146668221198,5413.803331778802,1
2023-07-09,4,5839.349,486.146668221198,5353.2023317788025,1
2023-07-09,5,5783.593,486.146668221198,5297.446331778802,1
2023-07-09,6,5736.668000000001,486.146668221198,5250.521331778803,1
2023-07-09,7,5688.393,486.146668221198,5202.246331778802,1
2023-07-09,8,5660.433999999999,486.146668221198,5174.287331778802,1
2023-07-09,9,5629.295,486.146668221198,5143.1483317788025,1
2023-07-09,10,5604.971,486.146668221198,5118.824331778802,1
2023-07-09,11,5619.014,486.146668221198,5132.8673317788025,1
2023-07-09,12,5673.478,486.146668221198,5187.331331778802,1
2023-07-09,13,5741.858,486.146668221198,5255.711331778803,1
2023-07-09,14,5775.696,486.146668221198,5289.549331778802,1
2023-07-09,15,5796.718,486.146668221198,5310.571331778802,1
2023-07-09,16,5855.229,486.146668221198,5369.082331778803,1
2023-07-09,17,5921.902,486.146668221198,5435.755331778802,1
2023-07-09,18,5977.901000000001,486.146668221198,5491.754331778803,1
2023-07-09,19,6014.666,486.146668221198,5528.519331778803,1
2023-07-09,20,6099.356,486.146668221198,5613.209331778802,1
2023-07-09,21,6162.023,486.146668221198,5675.8763317788025,1
2023-07-09,22,6165.968,486.146668221198,5679.821331778802,1
