Year,Month,Day,Period,Sum of Demand_Sum,Sum of DST,Sum of TCQ
2023,August,30,31,6955,6470.482202342189,484.517797657811
2023,August,30,32,6998,6510.676954086221,487.323045913779
2023,August,30,33,6883,6389.820795631836,493.179204368164
2023,August,30,34,6847,6350.5240957932965,496.47590420670304
2023,August,30,35,6922,6421.883591257546,500.11640874245404
2023,August,30,36,6940,6438.51575055638,501.48424944362
2023,August,30,37,6935,6434.334093989022,500.665906010978
2023,August,30,38,6978,6464.962871284627,513.037128715373
2023,August,30,39,7019,6484.980313545685,534.019686454315
2023,August,30,40,7020,6470.480625590462,549.519374409538
2023,August,30,41,6991,6435.648332411993,555.3516675880071
2023,August,30,42,6958,6399.354385167703,558.6456148322969
2023,August,30,43,6888,6332.128474052226,555.871525947774
2023,August,30,44,6770,6211.333570447269,558.666429552731
2023,August,30,45,6623,6074.46484829821,548.53515170179
2023,August,30,46,6495,5956.992202899474,538.0077971005261
2023,August,30,47,6354,5848.025361263159,505.974638736841
2023,August,30,48,6188,5721.124813297888,466.87518670211205
2023,August,31,1,6011,5553.81539229631,457.18460770369
2023,August,31,2,5885,5453.256116949397,431.74388305060296
2023,August,31,3,5816,5400.763751001983,415.236248998017
2023,August,31,4,5760,5356.594188256768,403.405811743232
2023,August,31,5,5714,5319.496702359292,394.50329764070796
2023,August,31,6,5650,5262.14417490588,387.85582509412
2023,August,31,7,5618,5235.509449322899,382.490550677101
2023,August,31,8,5591,5212.577868755402,378.422131244598
2023,August,31,9,5586,5208.201927275374,377.79807272462597
2023,August,31,10,5619,5239.771046490443,379.228953509557
2023,August,31,11,5692,5299.628487285098,392.371512714902
2023,August,31,12,5850,5438.037678089129,411.962321910871
2023,August,31,13,6038,5597.065970936433,440.934029063567
2023,August,31,14,6204,5759.268469208052,444.73153079194805
2023,August,31,15,6370,5933.470107546961,436.529892453039
2023,August,31,16,6571,6139.149205621202,431.850794378798
2023,August,31,17,6743,6306.452485268312,436.547514731688
2023,August,31,18,6840,6393.766659460991,446.233340539009
2023,August,31,19,6883,6424.400587229341,458.599412770659
2023,August,31,20,6900,6434.963702331468,465.03629766853203
2023,August,31,21,6927,6452.768207204937,474.231792795063
2023,August,31,22,6965,6486.994074150415,478.00592584958497
2023,August,31,23,6996,6514.096570956722,481.903429043278
2023,August,31,24,6924,6444.438219911105,479.561780088895
2023,August,31,25,6922,6446.656769239246,475.343230760754
2023,August,31,26,6996,6525.239611646537,470.760388353463
2023,August,31,27,6928,6453.366484519445,474.633515480555
2023,August,31,28,6824,6346.043592469645,477.95640753035497
2023,August,31,29,6739,6254.870062736022,484.129937263978
2023,August,31,30,6804,6320.446589344985,483.553410655015
2023,August,31,31,6856,6371.482202342189,484.517797657811
2023,August,31,32,6979,6491.676954086221,487.323045913779
2023,August,31,33,7047,6553.820795631836,493.179204368164
2023,August,31,34,6997,6500.5240957932965,496.47590420670304
2023,August,31,35,6995,6494.883591257546,500.11640874245404
2023,August,31,36,6964,6462.51575055638,501.48424944362
2023,August,31,37,6985,6484.334093989022,500.665906010978
2023,August,31,38,7027,6513.962871284627,513.037128715373
2023,August,31,39,7029,6494.980313545685,534.019686454315
2023,August,31,40,7003,6453.480625590462,549.519374409538
2023,August,31,41,6963,6407.648332411993,555.3516675880071
2023,August,31,42,6914,6355.354385167703,558.6456148322969
2023,August,31,43,6833,6277.128474052226,555.871525947774
2023,August,31,44,6698,6139.333570447269,558.666429552731
2023,August,31,45,6546,5997.46484829821,548.53515170179
2023,August,31,46,6412,5873.992202899474,538.0077971005261
2023,August,31,47,6273,5767.025361263159,505.974638736841
2023,August,31,48,6107,5640.124813297888,466.87518670211205
2023,September,1,1,5950,5492.81539229631,457.18460770369
2023,September,1,2,5853,5421.256116949397,431.74388305060296
2023,September,1,3,5817,5401.763751001983,415.236248998017
2023,September,1,4,5766,5362.594188256768,403.405811743232
2023,September,1,5,5717,5322.496702359292,394.50329764070796
2023,September,1,6,5649,5261.14417490588,387.85582509412
2023,September,1,7,5572,5189.509449322899,382.490550677101
2023,September,1,8,5508,5129.577868755402,378.422131244598
2023,September,1,9,5503,5125.201927275374,377.79807272462597
2023,September,1,10,5552,5172.771046490443,379.228953509557
2023,September,1,11,5590,5197.628487285098,392.371512714902
2023,September,1,12,5598,5186.037678089129,411.962321910871
2023,September,1,13,5673,5232.065970936433,440.934029063567
2023,September,1,14,5729,5284.268469208052,444.73153079194805
2023,September,1,15,5757,5320.470107546961,436.529892453039
2023,September,1,16,5811,5379.149205621202,431.850794378798
2023,September,1,17,5890,5453.452485268312,436.547514731688
2023,September,1,18,5938,5491.766659460991,446.233340539009
2023,September,1,19,5973,5514.400587229341,458.599412770659
2023,September,1,20,6005,5539.963702331468,465.03629766853203
2023,September,1,21,6009,5534.768207204937,474.231792795063
2023,September,1,22,6014,5535.994074150415,478.00592584958497
2023,September,1,23,6054,5572.096570956722,481.903429043278
2023,September,1,24,6072,5592.438219911105,479.561780088895
2023,September,1,25,5942,5466.656769239246,475.343230760754
2023,September,1,26,5906,5435.239611646537,470.760388353463
2023,September,1,27,5951,5476.366484519445,474.633515480555
2023,September,1,28,6023,5545.043592469645,477.95640753035497
2023,September,1,29,6015,5530.870062736022,484.129937263978
2023,September,1,30,5968,5484.446589344985,483.553410655015
2023,September,1,31,5992,5507.482202342189,484.517797657811
2023,September,1,32,6069,5581.676954086221,487.323045913779
2023,September,1,33,6144,5650.820795631836,493.179204368164
2023,September,1,34,6200,5703.5240957932965,496.47590420670304
2023,September,1,35,6249,5748.883591257546,500.11640874245404
2023,September,1,36,6304,5802.51575055638,501.48424944362
2023,September,1,37,6394,5893.334093989022,500.665906010978
2023,September,1,38,6496,5982.962871284627,513.037128715373
2023,September,1,39,6566,6031.980313545685,534.019686454315
2023,September,1,40,6629,6079.480625590462,549.519374409538
2023,September,1,41,6662,6106.648332411993,555.3516675880071
2023,September,1,42,6664,6105.354385167703,558.6456148322969
2023,September,1,43,6629,6073.128474052226,555.871525947774
2023,September,1,44,6529,5970.333570447269,558.666429552731
2023,September,1,45,6406,5857.46484829821,548.53515170179
2023,September,1,46,6292,5753.992202899474,538.0077971005261
2023,September,1,47,6175,5669.025361263159,505.974638736841
2023,September,1,48,6081,5614.124813297888,466.87518670211205
2023,September,2,1,6034,5547.853331778802,486.146668221198
2023,September,2,2,5976,5510.891608443041,465.108391556959
2023,September,2,3,5869,5420.731619675529,448.26838032447097
2023,September,2,4,5741,5306.64666672032,434.35333327968
2023,September,2,5,5680,5257.573340563935,422.426659436065
2023,September,2,6,5613,5199.879472279511,413.120527720489
2023,September,2,7,5561,5154.642067053111,406.35793294688904
2023,September,2,8,5514,5114.424521234281,399.57547876571897
2023,September,2,9,5486,5089.993216789153,396.006783210847
2023,September,2,10,5491,5097.747443385597,393.252556614403
2023,September,2,11,5528,5132.263284739408,395.736715260592
2023,September,2,12,5588,5193.586334465848,394.413665534152
2023,September,2,13,5668,5269.348716751647,398.65128324835297
2023,September,2,14,5751,5350.780589940182,400.219410059818
2023,September,2,15,5834,5425.464696268488,408.535303731512
2023,September,2,16,5960,5544.269926132173,415.730073867827
2023,September,2,17,6087,5654.09163854793,432.90836145207
2023,September,2,18,6188,5739.054100658561,448.94589934143903
2023,September,2,19,6252,5786.394256903807,465.605743096193
2023,September,2,20,6294,5819.44922653023,474.55077346977
2023,September,2,21,6296,5810.119167942544,485.880832057456
2023,September,2,22,6288,5798.652701687039,489.347298312961
2023,September,2,23,6224,5732.404556772084,491.595443227916
2023,September,2,24,6195,5705.037559869686,489.96244013031395
2023,September,2,25,6136,5651.701023069308,484.298976930692
2023,September,2,26,6108,5627.045200690953,480.954799309047
2023,September,2,27,6107,5625.377011597005,481.62298840299496
2023,September,2,28,6123,5640.698926120425,482.301073879575
2023,September,2,29,6142,5658.006411442421,483.99358855757896
2023,September,2,30,6154,5670.097511476474,483.902488523526
2023,September,2,31,6196,5711.753237317063,484.246762682937
2023,September,2,32,6240,5756.022738807705,483.977261192295
2023,September,2,33,6227,5741.956395248909,485.043604751091
2023,September,2,34,6218,5734.009110455866,483.990889544134
2023,September,2,35,6290,5804.191374882482,485.80862511751803
2023,September,2,36,6344,5860.747673826303,483.25232617369704
2023,September,2,37,6427,5943.754937837797,483.245062162203
2023,September,2,38,6490,5997.617511123101,492.382488876899
2023,September,2,39,6573,6063.16519037132,509.83480962868
2023,September,2,40,6603,6079.531940322865,523.468059677135
2023,September,2,41,6621,6090.875839956299,530.124160043701
2023,September,2,42,6613,6076.767605997887,536.232394002113
2023,September,2,43,6585,6039.53598038185,545.46401961815
2023,September,2,44,6522,5973.936030726761,548.0639692732391
2023,September,2,45,6438,5894.714883939541,543.285116060459
2023,September,2,46,6360,5828.219545372302,531.7804546276981
2023,September,2,47,6266,5752.375209035122,513.624790964878
2023,September,2,48,6157,5673.586099552301,483.413900447699
2023,September,3,1,6039,5552.853331778802,486.146668221198
2023,September,3,2,5929,5463.891608443041,465.108391556959
2023,September,3,3,5827,5378.731619675529,448.26838032447097
2023,September,3,4,5774,5339.64666672032,434.35333327968
2023,September,3,5,5718,5295.573340563935,422.426659436065
2023,September,3,6,5640,5226.879472279511,413.120527720489
2023,September,3,7,5578,5171.642067053111,406.35793294688904
2023,September,3,8,5546,5146.424521234281,399.57547876571897
2023,September,3,9,5528,5131.993216789153,396.006783210847
2023,September,3,10,5533,5139.747443385597,393.252556614403
2023,September,3,11,5532,5136.263284739408,395.736715260592
2023,September,3,12,5570,5175.586334465848,394.413665534152
2023,September,3,13,5642,5243.348716751647,398.65128324835297
2023,September,3,14,5696,5295.780589940182,400.219410059818
2023,September,3,15,5714,5305.464696268488,408.535303731512
2023,September,3,16,5765,5349.269926132173,415.730073867827
2023,September,3,17,5810,5377.09163854793,432.90836145207
2023,September,3,18,5826,5377.054100658561,448.94589934143903
2023,September,3,19,5853,5387.394256903807,465.605743096193
2023,September,3,20,5888,5413.44922653023,474.55077346977
2023,September,3,21,5930,5444.119167942544,485.880832057456
2023,September,3,22,5939,5449.652701687039,489.347298312961
2023,September,3,23,5957,5465.404556772084,491.595443227916
2023,September,3,24,5922,5432.037559869686,489.96244013031395
2023,September,3,25,5849,5364.701023069308,484.298976930692
2023,September,3,26,5858,5377.045200690953,480.954799309047
2023,September,3,27,5900,5418.377011597005,481.62298840299496
2023,September,3,28,5989,5506.698926120425,482.301073879575
2023,September,3,29,5998,5514.006411442421,483.99358855757896
2023,September,3,30,6006,5522.097511476474,483.902488523526
2023,September,3,31,6016,5531.753237317063,484.246762682937
2023,September,3,32,6114,5630.022738807705,483.977261192295
2023,September,3,33,6216,5730.956395248909,485.043604751091
2023,September,3,34,6269,5785.009110455866,483.990889544134
2023,September,3,35,6249,5763.191374882482,485.80862511751803
2023,September,3,36,6279,5795.747673826303,483.25232617369704
2023,September,3,37,6357,5873.754937837797,483.245062162203
2023,September,3,38,6436,5943.617511123101,492.382488876899
2023,September,3,39,6525,6015.16519037132,509.83480962868
2023,September,3,40,6591,6067.531940322865,523.468059677135
2023,September,3,41,6652,6121.875839956299,530.124160043701
2023,September,3,42,6670,6133.767605997887,536.232394002113
2023,September,3,43,6651,6105.53598038185,545.46401961815
2023,September,3,44,6565,6016.936030726761,548.0639692732391
2023,September,3,45,6454,5910.714883939541,543.285116060459
2023,September,3,46,6336,5804.219545372302,531.7804546276981
2023,September,3,47,6219,5705.375209035122,513.624790964878
2023,September,3,48,6120,5636.586099552301,483.413900447699
2023,September,4,1,6019,5561.81539229631,457.18460770369
2023,September,4,2,5903,5471.256116949397,431.74388305060296
2023,September,4,3,5771,5355.763751001983,415.236248998017
2023,September,4,4,5715,5311.594188256768,403.405811743232
2023,September,4,5,5673,5278.496702359292,394.50329764070796
2023,September,4,6,5626,5238.14417490588,387.85582509412
2023,September,4,7,5588,5205.509449322899,382.490550677101
2023,September,4,8,5552,5173.577868755402,378.422131244598
2023,September,4,9,5540,5162.201927275374,377.79807272462597
2023,September,4,10,5579,5199.771046490443,379.228953509557
2023,September,4,11,5664,5271.628487285098,392.371512714902
2023,September,4,12,5819,5407.037678089129,411.962321910871
2023,September,4,13,6003,5562.065970936433,440.934029063567
2023,September,4,14,6167,5722.268469208052,444.73153079194805
2023,September,4,15,6324,5887.470107546961,436.529892453039
2023,September,4,16,6541,6109.149205621202,431.850794378798
2023,September,4,17,6758,6321.452485268312,436.547514731688
2023,September,4,18,6867,6420.766659460991,446.233340539009
2023,September,4,19,6926,6467.400587229341,458.599412770659
2023,September,4,20,6982,6516.963702331468,465.03629766853203
2023,September,4,21,7019,6544.768207204937,474.231792795063
2023,September,4,22,6995,6516.994074150415,478.00592584958497
2023,September,4,23,6954,6472.096570956722,481.903429043278
2023,September,4,24,6834,6354.438219911105,479.561780088895
2023,September,4,25,6878,6402.656769239246,475.343230760754
2023,September,4,26,6933,6462.239611646537,470.760388353463
2023,September,4,27,6910,6435.366484519445,474.633515480555
2023,September,4,28,6826,6348.043592469645,477.95640753035497
2023,September,4,29,6795,6310.870062736022,484.129937263978
2023,September,4,30,6832,6348.446589344985,483.553410655015
2023,September,4,31,6969,6484.482202342189,484.517797657811
2023,September,4,32,7095,6607.676954086221,487.323045913779
2023,September,4,33,7141,6647.820795631836,493.179204368164
2023,September,4,34,7128,6631.5240957932965,496.47590420670304
2023,September,4,35,7108,6607.883591257546,500.11640874245404
2023,September,4,36,7068,6566.51575055638,501.48424944362
2023,September,4,37,7064,6563.334093989022,500.665906010978
2023,September,4,38,7048,6534.962871284627,513.037128715373
2023,September,4,39,7064,6529.980313545685,534.019686454315
2023,September,4,40,7069,6519.480625590462,549.519374409538
2023,September,4,41,7027,6471.648332411993,555.3516675880071
2023,September,4,42,6966,6407.354385167703,558.6456148322969
2023,September,4,43,6883,6327.128474052226,555.871525947774
2023,September,4,44,6751,6192.333570447269,558.666429552731
2023,September,4,45,6596,6047.46484829821,548.53515170179
2023,September,4,46,6476,5937.992202899474,538.0077971005261
2023,September,4,47,6340,5834.025361263159,505.974638736841
2023,September,4,48,6180,5713.124813297888,466.87518670211205
2023,September,5,1,6008,5550.81539229631,457.18460770369
2023,September,5,2,5887,5455.256116949397,431.74388305060296
2023,September,5,3,5835,5419.763751001983,415.236248998017
2023,September,5,4,5792,5388.594188256768,403.405811743232
2023,September,5,5,5763,5368.496702359292,394.50329764070796
2023,September,5,6,5711,5323.14417490588,387.85582509412
2023,September,5,7,5681,5298.509449322899,382.490550677101
2023,September,5,8,5649,5270.577868755402,378.422131244598
2023,September,5,9,5639,5261.201927275374,377.79807272462597
2023,September,5,10,5697,5317.771046490443,379.228953509557
2023,September,5,11,5780,5387.628487285098,392.371512714902
2023,September,5,12,5950,5538.037678089129,411.962321910871
2023,September,5,13,6121,5680.065970936433,440.934029063567
2023,September,5,14,6273,5828.268469208052,444.73153079194805
2023,September,5,15,6434,5997.470107546961,436.529892453039
2023,September,5,16,6635,6203.149205621202,431.850794378798
2023,September,5,17,6834,6397.452485268312,436.547514731688
2023,September,5,18,6905,6458.766659460991,446.233340539009
2023,September,5,19,6958,6499.400587229341,458.599412770659
2023,September,5,20,6980,6514.963702331468,465.03629766853203
2023,September,5,21,7050,6575.768207204937,474.231792795063
2023,September,5,22,7116,6637.994074150415,478.00592584958497
2023,September,5,23,7039,6557.096570956722,481.903429043278
2023,September,5,24,6879,6399.438219911105,479.561780088895
2023,September,5,25,6787,6311.656769239246,475.343230760754
2023,September,5,26,6827,6356.239611646537,470.760388353463
2023,September,5,27,6890,6415.366484519445,474.633515480555
2023,September,5,28,6875,6397.043592469645,477.95640753035497
2023,September,5,29,6905,6420.870062736022,484.129937263978
2023,September,5,30,6950,6466.446589344985,483.553410655015
2023,September,5,31,7003,6518.482202342189,484.517797657811
2023,September,5,32,7052,6564.676954086221,487.323045913779
2023,September,5,33,7080,6586.820795631836,493.179204368164
2023,September,5,34,7067,6570.5240957932965,496.47590420670304
2023,September,5,35,7070,6569.883591257546,500.11640874245404
2023,September,5,36,7056,6554.51575055638,501.48424944362
2023,September,5,37,7027,6526.334093989022,500.665906010978
2023,September,5,38,7036,6522.962871284627,513.037128715373
2023,September,5,39,7066,6531.980313545685,534.019686454315
2023,September,5,40,7089,6539.480625590462,549.519374409538
2023,September,5,41,7039,6483.648332411993,555.3516675880071
2023,September,5,42,6978,6419.354385167703,558.6456148322969
2023,September,5,43,6910,6354.128474052226,555.871525947774
2023,September,5,44,6771,6212.333570447269,558.666429552731
2023,September,5,45,6643,6094.46484829821,548.53515170179
2023,September,5,46,6513,5974.992202899474,538.0077971005261
2023,September,5,47,6386,5880.025361263159,505.974638736841
2023,September,5,48,6248,5781.124813297888,466.87518670211205
2023,September,6,1,6107,5649.81539229631,457.18460770369
2023,September,6,2,5971,5539.256116949397,431.74388305060296
2023,September,6,3,5886,5470.763751001983,415.236248998017
2023,September,6,4,5839,5435.594188256768,403.405811743232
2023,September,6,5,5814,5419.496702359292,394.50329764070796
2023,September,6,6,5752,5364.14417490588,387.85582509412
2023,September,6,7,5714,5331.509449322899,382.490550677101
2023,September,6,8,5688,5309.577868755402,378.422131244598
2023,September,6,9,5682,5304.201927275374,377.79807272462597
2023,September,6,10,5717,5337.771046490443,379.228953509557
2023,September,6,11,5794,5401.628487285098,392.371512714902
2023,September,6,12,5915,5503.037678089129,411.962321910871
2023,September,6,13,6106,5665.065970936433,440.934029063567
2023,September,6,14,6299,5854.268469208052,444.73153079194805
2023,September,6,15,6470,6033.470107546961,436.529892453039
2023,September,6,16,6693,6261.149205621202,431.850794378798
2023,September,6,17,6877,6440.452485268312,436.547514731688
2023,September,6,18,6974,6527.766659460991,446.233340539009
2023,September,6,19,7015,6556.400587229341,458.599412770659
2023,September,6,20,7118,6652.963702331468,465.03629766853203
2023,September,6,21,7163,6688.768207204937,474.231792795063
2023,September,6,22,7092,6613.994074150415,478.00592584958497
2023,September,6,23,7039,6557.096570956722,481.903429043278
2023,September,6,24,7050,6570.438219911105,479.561780088895
2023,September,6,25,7024,6548.656769239246,475.343230760754
2023,September,6,26,7015,6544.239611646537,470.760388353463
2023,September,6,27,7007,6532.366484519445,474.633515480555
2023,September,6,28,6997,6519.043592469645,477.95640753035497
2023,September,6,29,6985,6500.870062736022,484.129937263978
2023,September,6,30,7031,6547.446589344985,483.553410655015
2023,September,6,31,7087,6602.482202342189,484.517797657811
2023,September,6,32,7155,6667.676954086221,487.323045913779
2023,September,6,33,7166,6672.820795631836,493.179204368164
2023,September,6,34,7146,6649.5240957932965,496.47590420670304
2023,September,6,35,7112,6611.883591257546,500.11640874245404
2023,September,6,36,7043,6541.51575055638,501.48424944362
2023,September,6,37,6962,6461.334093989022,500.665906010978
2023,September,6,38,6945,6431.962871284627,513.037128715373
2023,September,6,39,6948,6413.980313545685,534.019686454315
2023,September,6,40,6923,6373.480625590462,549.519374409538
2023,September,6,41,6879,6323.648332411993,555.3516675880071
2023,September,6,42,6800,6241.354385167703,558.6456148322969
2023,September,6,43,6712,6156.128474052226,555.871525947774
2023,September,6,44,6562,6003.333570447269,558.666429552731
2023,September,6,45,6424,5875.46484829821,548.53515170179
2023,September,6,46,6298,5759.992202899474,538.0077971005261
2023,September,6,47,6156,5650.025361263159,505.974638736841
2023,September,6,48,6014,5547.124813297888,466.87518670211205
2023,September,7,1,5865,5407.81539229631,457.18460770369
2023,September,7,2,5757,5325.256116949397,431.74388305060296
2023,September,7,3,5655,5239.763751001983,415.236248998017
2023,September,7,4,5620,5216.594188256768,403.405811743232
2023,September,7,5,5585,5190.496702359292,394.50329764070796
2023,September,7,6,5540,5152.14417490588,387.85582509412
2023,September,7,7,5494,5111.509449322899,382.490550677101
2023,September,7,8,5485,5106.577868755402,378.422131244598
2023,September,7,9,5481,5103.201927275374,377.79807272462597
2023,September,7,10,5506,5126.771046490443,379.228953509557
2023,September,7,11,5573,5180.628487285098,392.371512714902
2023,September,7,12,5698,5286.037678089129,411.962321910871
2023,September,7,13,5900,5459.065970936433,440.934029063567
2023,September,7,14,6095,5650.268469208052,444.73153079194805
2023,September,7,15,6308,5871.470107546961,436.529892453039
2023,September,7,16,6522,6090.149205621202,431.850794378798
2023,September,7,17,6716,6279.452485268312,436.547514731688
2023,September,7,18,6818,6371.766659460991,446.233340539009
2023,September,7,19,6845,6386.400587229341,458.599412770659
2023,September,7,20,6850,6384.963702331468,465.03629766853203
2023,September,7,21,6869,6394.768207204937,474.231792795063
2023,September,7,22,6893,6414.994074150415,478.00592584958497
2023,September,7,23,6880,6398.096570956722,481.903429043278
2023,September,7,24,6820,6340.438219911105,479.561780088895
2023,September,7,25,6699,6223.656769239246,475.343230760754
2023,September,7,26,6689,6218.239611646537,470.760388353463
2023,September,7,27,6708,6233.366484519445,474.633515480555
2023,September,7,28,6723,6245.043592469645,477.95640753035497
2023,September,7,29,6709,6224.870062736022,484.129937263978
2023,September,7,30,6710,6226.446589344985,483.553410655015
2023,September,7,31,6800,6315.482202342189,484.517797657811
2023,September,7,32,6841,6353.676954086221,487.323045913779
2023,September,7,33,6870,6376.820795631836,493.179204368164
2023,September,7,34,6968,6471.5240957932965,496.47590420670304
2023,September,7,35,7051,6550.883591257546,500.11640874245404
2023,September,7,36,7001,6499.51575055638,501.48424944362
2023,September,7,37,6942,6441.334093989022,500.665906010978
2023,September,7,38,6946,6432.962871284627,513.037128715373
2023,September,7,39,6966,6431.980313545685,534.019686454315
2023,September,7,40,6999,6449.480625590462,549.519374409538
2023,September,7,41,6980,6424.648332411993,555.3516675880071
2023,September,7,42,6939,6380.354385167703,558.6456148322969
2023,September,7,43,6858,6302.128474052226,555.871525947774
2023,September,7,44,6746,6187.333570447269,558.666429552731
2023,September,7,45,6619,6070.46484829821,548.53515170179
2023,September,7,46,6488,5949.992202899474,538.0077971005261
2023,September,7,47,6363,5857.025361263159,505.974638736841
2023,September,7,48,6173,5706.124813297888,466.87518670211205
2023,September,8,1,5972,5514.81539229631,457.18460770369
2023,September,8,2,5858,5426.256116949397,431.74388305060296
2023,September,8,3,5821,5405.763751001983,415.236248998017
2023,September,8,4,5770,5366.594188256768,403.405811743232
2023,September,8,5,5740,5345.496702359292,394.50329764070796
2023,September,8,6,5704,5316.14417490588,387.85582509412
2023,September,8,7,5666,5283.509449322899,382.490550677101
2023,September,8,8,5652,5273.577868755402,378.422131244598
2023,September,8,9,5635,5257.201927275374,377.79807272462597
2023,September,8,10,5662,5282.771046490443,379.228953509557
2023,September,8,11,5726,5333.628487285098,392.371512714902
2023,September,8,12,5831,5419.037678089129,411.962321910871
2023,September,8,13,6015,5574.065970936433,440.934029063567
2023,September,8,14,6221,5776.268469208052,444.73153079194805
2023,September,8,15,6424,5987.470107546961,436.529892453039
2023,September,8,16,6626,6194.149205621202,431.850794378798
2023,September,8,17,6772,6335.452485268312,436.547514731688
2023,September,8,18,6892,6445.766659460991,446.233340539009
2023,September,8,19,6941,6482.400587229341,458.599412770659
2023,September,8,20,6962,6496.963702331468,465.03629766853203
2023,September,8,21,6891,6416.768207204937,474.231792795063
2023,September,8,22,6892,6413.994074150415,478.00592584958497
2023,September,8,23,6910,6428.096570956722,481.903429043278
2023,September,8,24,6839,6359.438219911105,479.561780088895
2023,September,8,25,6816,6340.656769239246,475.343230760754
2023,September,8,26,6816,6345.239611646537,470.760388353463
2023,September,8,27,6837,6362.366484519445,474.633515480555
2023,September,8,28,6817,6339.043592469645,477.95640753035497
2023,September,8,29,6803,6318.870062736022,484.129937263978
2023,September,8,30,6794,6310.446589344985,483.553410655015
2023,September,8,31,6868,6383.482202342189,484.517797657811
2023,September,8,32,6903,6415.676954086221,487.323045913779
2023,September,8,33,6951,6457.820795631836,493.179204368164
2023,September,8,34,7014,6517.5240957932965,496.47590420670304
2023,September,8,35,7010,6509.883591257546,500.11640874245404
2023,September,8,36,6987,6485.51575055638,501.48424944362
2023,September,8,37,6970,6469.334093989022,500.665906010978
2023,September,8,38,6992,6478.962871284627,513.037128715373
2023,September,8,39,6984,6449.980313545685,534.019686454315
2023,September,8,40,6960,6410.480625590462,549.519374409538
2023,September,8,41,6948,6392.648332411993,555.3516675880071
2023,September,8,42,6908,6349.354385167703,558.6456148322969
2023,September,8,43,6842,6286.128474052226,555.871525947774
2023,September,8,44,6712,6153.333570447269,558.666429552731
2023,September,8,45,6581,6032.46484829821,548.53515170179
2023,September,8,46,6455,5916.992202899474,538.0077971005261
2023,September,8,47,6346,5840.025361263159,505.974638736841
2023,September,8,48,6221,5754.124813297888,466.87518670211205
2023,September,9,1,6098,5611.853331778802,486.146668221198
2023,September,9,2,5989,5523.891608443041,465.108391556959
2023,September,9,3,5885,5436.731619675529,448.26838032447097
2023,September,9,4,5832,5397.64666672032,434.35333327968
2023,September,9,5,5783,5360.573340563935,422.426659436065
2023,September,9,6,5722,5308.879472279511,413.120527720489
2023,September,9,7,5663,5256.642067053111,406.35793294688904
2023,September,9,8,5631,5231.424521234281,399.57547876571897
2023,September,9,9,5618,5221.993216789153,396.006783210847
2023,September,9,10,5631,5237.747443385597,393.252556614403
2023,September,9,11,5657,5261.263284739408,395.736715260592
2023,September,9,12,5729,5334.586334465848,394.413665534152
2023,September,9,13,5811,5412.348716751647,398.65128324835297
2023,September,9,14,5879,5478.780589940182,400.219410059818
2023,September,9,15,5967,5558.464696268488,408.535303731512
2023,September,9,16,6088,5672.269926132173,415.730073867827
2023,September,9,17,6203,5770.09163854793,432.90836145207
2023,September,9,18,6313,5864.054100658561,448.94589934143903
2023,September,9,19,6417,5951.394256903807,465.605743096193
2023,September,9,20,6484,6009.44922653023,474.55077346977
2023,September,9,21,6486,6000.119167942544,485.880832057456
2023,September,9,22,6460,5970.652701687039,489.347298312961
2023,September,9,23,6453,5961.404556772084,491.595443227916
2023,September,9,24,6431,5941.037559869686,489.96244013031395
2023,September,9,25,6365,5880.701023069308,484.298976930692
2023,September,9,26,6321,5840.045200690953,480.954799309047
2023,September,9,27,6197,5715.377011597005,481.62298840299496
2023,September,9,28,6146,5663.698926120425,482.301073879575
2023,September,9,29,6183,5699.006411442421,483.99358855757896
2023,September,9,30,6306,5822.097511476474,483.902488523526
2023,September,9,31,6330,5845.753237317063,484.246762682937
2023,September,9,32,6324,5840.022738807705,483.977261192295
2023,September,9,33,6289,5803.956395248909,485.043604751091
2023,September,9,34,6302,5818.009110455866,483.990889544134
2023,September,9,35,6290,5804.191374882482,485.80862511751803
2023,September,9,36,6294,5810.747673826303,483.25232617369704
2023,September,9,37,6374,5890.754937837797,483.245062162203
2023,September,9,38,6446,5953.617511123101,492.382488876899
2023,September,9,39,6527,6017.16519037132,509.83480962868
2023,September,9,40,6561,6037.531940322865,523.468059677135
2023,September,9,41,6581,6050.875839956299,530.124160043701
2023,September,9,42,6565,6028.767605997887,536.232394002113
2023,September,9,43,6529,5983.53598038185,545.46401961815
2023,September,9,44,6451,5902.936030726761,548.0639692732391
2023,September,9,45,6346,5802.714883939541,543.285116060459
2023,September,9,46,6245,5713.219545372302,531.7804546276981
2023,September,9,47,6137,5623.375209035122,513.624790964878
2023,September,9,48,6047,5563.586099552301,483.413900447699
2023,September,10,1,5925,5438.853331778802,486.146668221198
2023,September,10,2,5816,5350.891608443041,465.108391556959
2023,September,10,3,5703,5254.731619675529,448.26838032447097
2023,September,10,4,5646,5211.64666672032,434.35333327968
2023,September,10,5,5607,5184.573340563935,422.426659436065
2023,September,10,6,5536,5122.879472279511,413.120527720489
2023,September,10,7,5491,5084.642067053111,406.35793294688904
2023,September,10,8,5450,5050.424521234281,399.57547876571897
2023,September,10,9,5431,5034.993216789153,396.006783210847
2023,September,10,10,5435,5041.747443385597,393.252556614403
2023,September,10,11,5468,5072.263284739408,395.736715260592
2023,September,10,12,5527,5132.586334465848,394.413665534152
2023,September,10,13,5601,5202.348716751647,398.65128324835297
